cuce,list_n,tipo_a,monto_a,tipo_b,monto_b,tipo_c,monto_c
20-1701-00-1039624-0-E,2083,Total Adjudicado:,"25.000,00",Total Recepcionado:,"25.000,00",,
21-4601-00-1118197-1-1,2084,Total Referencial:,"49.665,00",Total Recepcionado:,"44.975,00",,
21-0520-00-1179386-1-1,2085,Total Referencial:,"248.566,64",Total Adjudicado:,"245.981,91",Total Recepcionado:,"245.981,91"
20-1310-00-1039798-0-E,2086,Total Adjudicado:,"37.500,00",Total Recepcionado:,"37.500,00",,
20-1409-00-1086735-1-1,2087,Total Referencial:,"194.155,00",Total Adjudicado:,"182.515,00",Total Recepcionado:,
20-1345-00-1087604-1-1,2088,Total Referencial:,"25,980.29",Total Recepcionado:,"25,980.29",,
20-1501-00-1039896-0-E,2089,Total Adjudicado:,"38.000,00",Total Recepcionado:,"38.000,00",,
20-0906-00-1042662-0-E,2090,Total Adjudicado:,"522.000,00",Total Recepcionado:,"522.000,00",,
20-0139-00-1057469-2-1,2091,Total Referencial:,"62,640.00",Total Adjudicado:,"62,640.00",Total Recepcionado:,"62,640.00"
20-1734-00-1094169-1-1,2092,Total Referencial:,"200,000.00",Total Adjudicado:,"199,872.00",Total Recepcionado:,"199,872.00"
20-1124-00-1079242-1-1,2093,Total Referencial:,"37.300,00",Total Recepcionado:,"37.300,00",,
20-0599-00-1039898-0-E,2094,Total Adjudicado:,"167.200,00",,,,
21-1201-00-1145386-1-1,2095,Total Referencial:,"49.950,00",Total Recepcionado:,"49.950,00",,
21-0901-02-1173575-1-1,2096,Total Referencial:,"98.000,00",Total Recepcionado:,"98.000,00",,
21-1412-00-1182864-1-1,2097,Total Referencial:,"132.000,00",Total Adjudicado:,"132.000,00",,
20-1734-00-1094179-1-1,2098,Total Referencial:,"200.000,00",Total Adjudicado:,"199.872,00",Total Recepcionado:,"199.872,00"
21-0907-08-1182577-1-1,2099,Total Referencial:,"49,875.00",Total Recepcionado:,"40,000.00",,
20-1401-00-1043001-0-E,2100,Total Adjudicado:,"29.410,50",Total Recepcionado:,"29.410,50",,
20-0417-07-1082907-1-1,2101,Total Referencial:,"78,000.00",Total Recepcionado:,"78,000.00",,
20-0046-00-1038959-0-E,2102,Total Adjudicado:,"148.720,00",Total Recepcionado:,"148.720,00",,
20-0901-00-1083966-1-1,2103,Total Referencial:,"999.050,00",Total Adjudicado:,"942.500,00",,
20-1734-00-1094197-2-1,2104,Total Referencial:,"200.000,00",Total Adjudicado:,"196.800,00",Total Recepcionado:,"196.800,00"
20-0417-06-1086799-1-1,2105,Total Referencial:,"337,700.00",Total Adjudicado:,"161,110.00",Total Recepcionado:,"161,110.00"
20-1734-00-1049048-0-E,2106,Total Adjudicado:,"60.000,00",Total Recepcionado:,"60.000,00",,
20-0422-00-1087982-1-1,2107,Total Referencial:,"39.900,00",Total Recepcionado:,"32.804,00",,
21-0905-00-1182836-1-1,2108,Total Referencial:,"39.069,00",Total Recepcionado:,"34.500,00",,
21-0423-00-1140787-1-1,2109,Total Referencial:,"49.250,00",Total Recepcionado:,"36.350,00",,
20-1905-00-1092941-1-1,2110,Total Referencial:,"106.468,84",Total Recepcionado:,"106.468,84",,
21-0207-04-1107771-2-1,2111,Total Referencial:,"1.175,00",Total Recepcionado:,"1.175,00",,
21-0423-00-1107704-1-1,2112,Total Referencial:,"49.980,00",Total Recepcionado:,"35.414,40",,
20-1326-00-1053568-2-1,2113,Total Referencial:,"282.856,20",Total Adjudicado:,"281.691,09",Total Recepcionado:,"281.691,09"
20-0908-00-1047018-0-E,2114,Total Adjudicado:,"20.000,00",Total Recepcionado:,"20.000,00",,
20-1302-00-1044902-0-E,2115,Total Adjudicado:,"21,000.00",Total Recepcionado:,"21,000.00",,
20-1201-00-1052434-0-E,2116,Total Adjudicado:,"49.995,00",,,,
20-1205-00-1039925-0-E,2117,Total Adjudicado:,"4.109.052,39",Total Recepcionado:,"4.109.052,39",,
20-1315-00-1040970-0-E,2118,Total Adjudicado:,"91.500,00",Total Recepcionado:,"91.500,00",,
21-0901-02-1175578-1-1,2119,Total Referencial:,"145,600.00",Total Adjudicado:,"143,000.00",Total Recepcionado:,"143,000.00"
20-1266-00-1098283-1-1,2120,Total Referencial:,"21,000.00",Total Recepcionado:,"21,000.00",,
21-1301-00-1121602-1-1,2121,Total Referencial:,"21,000.00",Total Recepcionado:,"21,000.00",,
21-1201-00-1168746-1-1,2122,Total Referencial:,"199,959.60",Total Adjudicado:,"143,902.00",Total Recepcionado:,"143,902.00"
20-1501-00-1043316-0-E,2123,Total Adjudicado:,"499.980,00",Total Recepcionado:,"499.980,00",,
20-0417-02-1093508-1-1,2124,Total Referencial:,"32.000,00",Total Recepcionado:,"32.000,00",,
20-1302-00-1098148-1-1,2125,Total Referencial:,"38,609.50",Total Recepcionado:,"38,609.50",,
20-0046-00-1041304-0-E,2126,Total Adjudicado:,"9.389.926,84",,,,
21-0906-03-1183742-1-1,2127,Total Referencial:,"49.980,00",Total Recepcionado:,"49.971,67",,
20-1315-00-1040605-0-E,2128,Total Adjudicado:,"115.900,00",Total Recepcionado:,"115.900,00",,
20-1604-00-1040087-0-E,2129,Total Adjudicado:,"698.349,00",Total Recepcionado:,"698.349,00",,
21-0423-00-1146751-1-1,2130,Total Referencial:,"45.215,00",Total Recepcionado:,"45.215,00",,
20-1312-00-1049780-0-E,2131,Total Adjudicado:,"48.590,00",Total Recepcionado:,"48.590,00",,
21-1412-00-1182489-2-1,2132,Total Referencial:,"139.500,00",Total Adjudicado:,"139.500,00",,
20-0417-01-1075923-1-1,2133,Total Referencial:,"118.400,00",Total Recepcionado:,"96.000,00",,
20-0020-10-1041314-0-E,2134,Total Adjudicado:,"83.980,00",Total Recepcionado:,"83.980,00",,
20-0418-03-1041692-0-E,2135,Total Adjudicado:,"90.000,00",Total Recepcionado:,"90.000,00",,
20-1257-00-1099576-1-1,2136,Total Referencial:,"150.000,00",Total Recepcionado:,"149.719,50",,
21-1201-00-1166116-1-1,2137,Total Referencial:,"76.500,00",Total Adjudicado:,"72.000,00",,
20-0902-40-1047031-2-1,2138,Total Referencial:,"181.225,00",Total Adjudicado:,"174.515,00",Total Recepcionado:,"174.515,00"
21-0513-00-1148417-1-1,2139,Total Referencial:,"50.051,96",Total Adjudicado:,"45.015,18",Total Recepcionado:,"45.015,18"
21-0906-03-1135022-1-1,2140,Total Referencial:,"50,000.00",Total Recepcionado:,"50,000.00",,
20-1208-00-1102333-1-1,2141,Total Referencial:,Total Adjudicado:,"30.000,00",Total Recepcionado:,"30.000,00",
20-1301-00-1044798-0-E,2142,Total Adjudicado:,"30.701,12",Total Recepcionado:,"30.701,12",,
20-1805-00-1049228-0-E,2143,Total Adjudicado:,"32.100,00",Total Recepcionado:,"32.100,00",,
21-1314-00-1150679-1-1,2144,Total Referencial:,"48,838.00",Total Recepcionado:,"48,801.00",,
21-0006-00-1149354-1-1,2145,Total Referencial:,"23.000,00",Total Recepcionado:,"13.450,00",,
20-0901-02-1096097-1-1,2146,Total Referencial:,"270.429,00",Total Recepcionado:,"210.588,00",,
20-1301-00-1044844-0-E,2147,Total Adjudicado:,"54.000,00",,,,
21-0417-06-1122954-1-3,2148,Total Referencial:,"297.480,00",Total Adjudicado:,"99.900,00",Total Recepcionado:,"99.900,00"
20-1702-00-1041089-0-E,2149,Total Adjudicado:,"49,977.00",Total Recepcionado:,"49,977.00",,
20-1327-00-1079503-1-2,2150,Total Referencial:,"236,020.00",Total Adjudicado:,"158,290.00",Total Recepcionado:,"158,290.00"
20-1501-00-1043710-0-E,2151,Total Adjudicado:,"455.000,00",Total Recepcionado:,"455.000,00",,
20-1302-00-1101168-1-1,2152,Total Referencial:,"97.200,00",Total Recepcionado:,"97.200,00",,
20-1801-00-1082217-1-1,2153,Total Referencial:,"60.100,00",Total Recepcionado:,"60.100,00",,
21-0513-00-1142415-1-1,2154,Total Referencial:,"219.650,00",Total Adjudicado:,"60.750,00",Total Recepcionado:,"60.750,00"
20-4601-00-1041611-0-E,2155,Total Adjudicado:,"49.000,00",Total Recepcionado:,"49.000,00",,
20-1260-00-1040120-0-E,2156,Total Adjudicado:,"28.400,00",Total Recepcionado:,"28.400,00",,
20-0902-43-1078718-1-1,2157,Total Referencial:,"49,990.50",Total Recepcionado:,"47,817.00",,
20-1206-00-1090735-2-1,2158,Total Referencial:,"30,000.00",Total Recepcionado:,"30,000.00",,
21-0385-00-1150966-1-1,2159,Total Referencial:,"46,250.00",Total Recepcionado:,"37,000.00",,
20-3701-00-1084738-1-1,2160,Total Referencial:,"49.956,25",Total Recepcionado:,"47.156,25",,
20-1124-00-1098853-1-1,2161,Total Referencial:,"300,000.00",Total Recepcionado:,"300,000.00",,
20-1228-00-1084127-1-1,2162,Total Referencial:,"47,335.00",Total Recepcionado:,"47,335.00",,
21-1120-00-1172924-1-1,2163,Total Referencial:,"39,952.00",Total Recepcionado:,"34,689.00",,
21-1201-00-1144817-1-1,2164,Total Referencial:,"194.670,00",Total Adjudicado:,"191.475,00",Total Recepcionado:,"171.261,50"
21-4601-00-1117610-1-1,2165,Total Referencial:,"25.101,50",Total Recepcionado:,"25.101,50",,
20-1521-00-1090214-1-1,2166,Total Referencial:,"134.245,00",Total Recepcionado:,"115.790,00",,
20-0907-00-1036360-0-E,2167,Total Adjudicado:,"49.500,00",Total Recepcionado:,"49.500,00",,
20-1120-00-1042329-0-E,2168,Total Adjudicado:,"249.864,00",Total Recepcionado:,"249.864,00",,
21-1605-00-1114995-2-1,2169,Total Referencial:,"180.000,00",Total Adjudicado:,"164.400,00",Total Recepcionado:,"164.400,00"
20-0902-07-1063870-1-1,2170,Total Referencial:,"149.250,00",Total Adjudicado:,"149.050,00",Total Recepcionado:,"149.050,00"
20-0902-07-1063870-1-1,2170,Total Referencial:,"16.450,00",Total Adjudicado:,"12.720,00",Total Recepcionado:,
20-1306-00-1050365-0-E,2171,Total Adjudicado:,"24.655,00",Total Recepcionado:,"24.655,00",,
20-0207-04-1052090-0-E,2172,Total Adjudicado:,"26.040,00",Total Recepcionado:,"26.040,00",,
20-1201-00-1071042-1-1,2173,Total Referencial:,"159.072,00",Total Adjudicado:,"146.548,00",Total Recepcionado:,"146.548,00"
20-1810-00-1042075-0-E,2174,Total Adjudicado:,"272.236,60",,,,
20-1281-00-1081064-3-1,2175,Total Referencial:,"52,994.40",Total Adjudicado:,"46,813.24",Total Recepcionado:,"46,813.24"
20-1501-00-1099336-1-1,2176,Total Referencial:,"1.110.000,00",Total Recepcionado:,"160.000,00",,
21-1345-00-1133289-1-1,2177,Total Referencial:,"49,990.00",Total Recepcionado:,"47,280.00",,
20-1601-00-1101367-1-1,2178,Total Referencial:,"40.000,00",Total Recepcionado:,"28.000,00",,
20-1316-00-1096743-1-1,2179,Total Referencial:,"49,694.00",Total Recepcionado:,"43,688.00",,
21-1714-00-1140042-1-1,2180,Total Referencial:,"40,000.00",Total Recepcionado:,"12,500.00",,
21-1205-00-1178376-1-1,2181,Total Referencial:,"29.992,50",Total Recepcionado:,"29.992,50",,
20-0313-00-1042888-0-E,2182,Total Adjudicado:,"49.990,00",Total Recepcionado:,"49.990,00",,
21-1317-00-1142973-1-3,2183,Total Referencial:,"70.250,00",Total Adjudicado:,"17.000,00",Total Recepcionado:,"17.000,00"
20-1328-00-1067654-1-1,2184,Total Referencial:,"354,379.41",Total Adjudicado:,"322,742.64",Total Recepcionado:,"322,742.64"
21-0138-00-1151644-1-1,2185,Total Referencial:,"84,000.00",Total Adjudicado:,"76,000.00",Total Recepcionado:,"76,000.00"
20-1257-00-1060099-2-1,2186,Total Referencial:,"149.512,00",Total Adjudicado:,"149.072,00",Total Recepcionado:,"149.072,00"
20-1306-00-1084548-1-1,2187,Total Referencial:,"50.000,00",Total Recepcionado:,"42.500,00",,
20-0902-42-1038435-0-E,2188,Total Adjudicado:,"36.950,40",Total Recepcionado:,"36.950,40",,
20-1301-00-1093025-1-1,2189,Total Referencial:,"103,720.00",Total Recepcionado:,"84,000.00",,
20-1307-00-1054374-1-1,2190,Total Referencial:,"73.040,00",Total Adjudicado:,"73.040,00",Total Recepcionado:,"73.040,00"
20-1406-00-1073802-1-1,2191,Total Referencial:,"35.000,00",Total Recepcionado:,"32.900,00",,
21-0046-28-1158951-1-1,2192,Total Referencial:,"996.840,47",Total Adjudicado:,"649.066,55",Total Recepcionado:,"649.066,55"
21-1704-00-1150637-1-1,2193,Total Referencial:,"50,000.00",Total Recepcionado:,"50,000.00",,
20-1204-00-1046089-0-E,2194,Total Adjudicado:,"49.443,00",Total Recepcionado:,"49.443,00",,
20-1725-00-1102146-1-1,2195,Total Referencial:,"32.734,18",Total Recepcionado:,"30.788,14",,
20-1301-00-1044971-0-E,2196,Total Adjudicado:,"47.500,00",,,,
21-1205-00-1184435-1-1,2197,Total Referencial:,"49.950,00",Total Recepcionado:,"45.400,00",,
20-0046-00-1088614-1-1,2198,Total Referencial:,"47,250.00",Total Recepcionado:,"37,800.00",,
20-0902-43-1039600-0-E,2199,Total Adjudicado:,"29.864,00",Total Recepcionado:,"29.864,00",,
20-1803-00-1041100-0-E,2200,Total Adjudicado:,"410.000,00",Total Recepcionado:,"410.000,00",,
20-0417-09-1042550-0-E,2201,Total Adjudicado:,"41.580,00",Total Recepcionado:,"41.580,00",,
20-1312-00-1097682-1-1,2202,Total Referencial:,"400.293,00",Total Recepcionado:,"229.943,00",,
21-0417-05-1168509-1-1,2203,Total Referencial:,"43,500.00",Total Recepcionado:,"34,650.00",,
20-0681-01-1074069-1-1,2204,Total Referencial:,"24,000.00",Total Recepcionado:,"19,500.00",,
20-1810-00-1092612-1-1,2205,Total Referencial:,"49.900,00",Total Recepcionado:,"49.900,00",,
20-0902-01-1045065-0-E,2206,Total Adjudicado:,"27.398,00",Total Recepcionado:,"27.398,00",,
20-1401-00-1037338-0-E,2207,Total Adjudicado:,"48,000.00",Total Recepcionado:,"48,000.00",,
20-1734-00-1094163-2-1,2208,Total Referencial:,"200,000.00",Total Adjudicado:,"196,800.00",Total Recepcionado:,"196,800.00"
20-1119-00-1094837-1-1,2209,Total Referencial:,"196.000,00",Total Adjudicado:,"182.000,00",Total Recepcionado:,"182.000,00"
20-0906-03-1040639-1-1,2210,Total Referencial:,"299,950.00",Total Adjudicado:,"188,540.00",Total Recepcionado:,"188,540.00"
20-1432-00-1094148-1-1,2211,Total Referencial:,"38,000.00",Total Recepcionado:,"38,000.00",,
21-1801-00-1116551-1-1,2212,Total Referencial:,"132,002.00",Total Recepcionado:,"77,689.44",,
21-0046-28-1113583-1-1,2213,Total Referencial:,"994.150,00",Total Adjudicado:,"549.850,00",Total Recepcionado:,"549.850,00"
21-0909-01-1121447-1-1,2214,Total Referencial:,"27.970,00",Total Recepcionado:,"25.362,50",,
20-1301-00-1083048-1-1,2215,Total Referencial:,"41.940,00",Total Recepcionado:,"33.000,00",,
20-1911-00-1061162-1-1,2216,Total Referencial:,"76,000.00",Total Adjudicado:,"76,000.00",Total Recepcionado:,"76,000.00"
20-0906-00-1087352-1-1,2217,Total Referencial:,"33.840,00",Total Recepcionado:,"33.840,00",,
20-0906-00-1087352-1-1,2217,Total Referencial:,"50.100,00",Total Recepcionado:,"50.100,00",,
20-0906-00-1087352-1-1,2217,Total Referencial:,"163.200,00",Total Recepcionado:,"163.200,00",,
20-0906-00-1087352-1-1,2217,Total Referencial:,,,,,
20-0906-00-1087352-1-1,2217,Total Recepcionado:,,,,,
20-0903-00-1095121-1-1,2218,Total Referencial:,"46,176.00",Total Recepcionado:,"25,386.00",,
21-0417-05-1168256-1-1,2219,Total Referencial:,"49.999,60",Total Recepcionado:,"39.285,40",,
20-1712-00-1086468-2-1,2220,Total Referencial:,"750.000,00",Total Adjudicado:,"748.250,00",Total Recepcionado:,"748.250,00"
21-0147-00-1129551-1-1,2221,Total Referencial:,"410.491,89",Total Adjudicado:,"229.880,00",Total Recepcionado:,"229.880,00"
20-0418-38-1045184-0-E,2222,Total Adjudicado:,"47.780,00",Total Recepcionado:,,,
20-1129-00-1057755-2-1,2223,Total Referencial:,"406.000,00",Total Adjudicado:,"388.745,00",Total Recepcionado:,"388.745,00"
20-0417-07-1092748-1-1,2224,Total Referencial:,"370.000,00",Total Recepcionado:,"370.000,00",,
20-1225-00-1098598-1-1,2225,Total Referencial:,"25.000,00",Total Recepcionado:,"25.000,00",,
21-0905-00-1183110-1-1,2226,Total Referencial:,"45.500,00",Total Recepcionado:,"45.500,00",,
21-1539-00-1147922-1-2,2227,Total Referencial:,"617,367.21",Total Adjudicado:,"604,988.21",Total Recepcionado:,"604,988.21"
20-1803-00-1041204-0-E,2228,Total Adjudicado:,"75.000,00",Total Recepcionado:,"75.000,00",,
20-1801-00-1047025-0-E,2229,Total Adjudicado:,"31.200,00",Total Recepcionado:,"31.200,00",,
20-1507-00-1051985-0-E,2230,Total Adjudicado:,"48.720,00",Total Recepcionado:,"48.720,00",,
20-1801-00-1047035-0-E,2231,Total Adjudicado:,"91.800,00",Total Recepcionado:,"42.609,00",,
20-1301-00-1095226-1-1,2232,Total Referencial:,"22,503.60",Total Recepcionado:,"15,109.56",,
20-0906-00-1048282-0-E,2233,Total Adjudicado:,"425.000,00",Total Recepcionado:,"425.000,00",,
21-1519-00-1142365-1-1,2234,Total Referencial:,"199.500,00",Total Adjudicado:,"196.840,00",Total Recepcionado:,"196.840,00"
20-1508-00-1044020-0-E,2235,Total Adjudicado:,"49.500,00",Total Recepcionado:,"49.500,00",,
20-1201-00-1088223-1-1,2236,Total Referencial:,"49.954,80",Total Recepcionado:,"49.954,80",,
20-1206-00-1041332-0-E,2237,Total Adjudicado:,"37.300,00",Total Recepcionado:,"37.300,00",,
20-0902-44-1048618-1-1,2238,Total Referencial:,"196.000,00",Total Adjudicado:,"196.000,00",,
20-3701-00-1080155-1-1,2239,Total Referencial:,"113.240,00",Total Adjudicado:,"113.240,00",Total Recepcionado:,"113.240,00"
20-0417-00-1040156-0-E,2240,Total Adjudicado:,"364.650,00",Total Recepcionado:,"364.650,00",,
20-0903-00-1091797-1-1,2241,Total Referencial:,"33,600.00",Total Recepcionado:,"33,360.00",,
20-0901-00-1067883-1-1,2242,Total Referencial:,"173,310.00",Total Adjudicado:,"171,675.00",Total Recepcionado:,"171,675.00"
20-1205-00-1094153-1-1,2243,Total Referencial:,"440,580.00",,,,
20-1604-00-1039078-0-E,2244,Total Adjudicado:,"199.878,00",,,,
21-0901-00-1163816-2-2,2245,Total Referencial:,"155.436,00",Total Adjudicado:,"144.026,00",Total Recepcionado:,"144.026,00"
20-1605-00-1082077-1-1,2246,Total Referencial:,"213,789.40",Total Recepcionado:,"197,985.60",,
20-1605-00-1082077-1-1,2246,Total Referencial:,"209,739.35",Total Recepcionado:,"196,725.00",,
20-1605-00-1082077-1-1,2246,Total Referencial:,"179,437.74",Total Recepcionado:,"169,685.50",,
20-1605-00-1082077-1-1,2246,Total Referencial:,"71,965.00",Total Recepcionado:,"68,858.20",,
20-1605-00-1082077-1-1,2246,Total Referencial:,"181,891.40",Total Recepcionado:,"169,797.20",,
20-1605-00-1082077-1-1,2246,Total Referencial:,"95,927.50",Total Recepcionado:,"92,233.60",,
21-0417-09-1140151-1-1,2247,Total Referencial:,"105.160,00",Total Adjudicado:,"104.795,00",Total Recepcionado:,"104.795,00"
20-0908-00-1047662-0-E,2248,Total Adjudicado:,"109.000,00",,,,
20-0148-00-1101272-1-1,2249,Total Referencial:,"130.000,00",Total Recepcionado:,"114.000,00",,
21-1227-00-1113899-1-1,2250,Total Referencial:,"65,000.00",Total Recepcionado:,"65,000.00",,
20-0908-00-1039160-0-E,2251,Total Adjudicado:,"44.800,00",Total Recepcionado:,"44.800,00",,
20-1401-00-1048872-0-E,2252,Total Adjudicado:,"34.020,00",Total Recepcionado:,"34.020,00",,
20-0382-00-1038880-0-E,2253,Total Adjudicado:,"22.529.285,46",,,,
20-0908-00-1047672-0-E,2254,Total Adjudicado:,"44,000.00",Total Recepcionado:,"44,000.00",,
20-1702-00-1084731-1-1,2255,Total Referencial:,"49,993.39",Total Recepcionado:,"31,141.60",,
21-0417-06-1156597-1-1,2256,Total Referencial:,"80.000,00",Total Adjudicado:,"43.200,00",Total Recepcionado:,"43.200,00"
21-0046-28-1111232-1-1,2257,Total Referencial:,"48,750.00",Total Recepcionado:,"40,000.00",,
20-0417-02-1092634-1-1,2258,Total Referencial:,"32,000.00",Total Recepcionado:,"28,000.00",,
21-0417-01-1120120-1-1,2259,Total Referencial:,"48,000.00",Total Recepcionado:,"36,000.00",,
20-0902-43-1048889-0-E,2260,Total Adjudicado:,"22.995,00",Total Recepcionado:,"22.995,00",,
21-4601-00-1116617-1-1,2261,Total Referencial:,"49,980.00",Total Recepcionado:,"49,980.00",,
21-1712-00-1146431-1-1,2262,Total Referencial:,"40.500,00",Total Recepcionado:,"40.500,00",,
20-0283-15-1050178-0-E,2263,Total Adjudicado:,"27.500,00",Total Recepcionado:,"27.500,00",,
21-1601-00-1119290-1-1,2264,Total Referencial:,"44,197.00",Total Recepcionado:,"33,156.14",,
21-0903-00-1183618-1-1,2265,Total Referencial:,"49,000.00",Total Recepcionado:,"18,200.00",,
20-0906-00-1044247-0-E,2266,Total Adjudicado:,"49.400,00",Total Recepcionado:,"49.400,00",,
20-0423-00-1051578-0-E,2267,Total Adjudicado:,"49.300,00",Total Recepcionado:,"49.300,00",,
21-0906-03-1161745-1-1,2268,Total Referencial:,"50,000.00",Total Recepcionado:,"50,000.00",,
20-1201-00-1089130-1-1,2269,Total Referencial:,"49.952,00",Total Recepcionado:,"35.680,00",,
20-1601-00-1041478-0-E,2270,Total Adjudicado:,"49.010,00",Total Recepcionado:,"49.010,00",,
20-0418-03-1042522-0-E,2271,Total Adjudicado:,"24.085,60",Total Recepcionado:,"24.085,60",,
21-0423-00-1139841-1-1,2272,Total Referencial:,"49,500.00",Total Recepcionado:,"49,500.00",,
20-1202-00-1101710-1-1,2273,Total Referencial:,"86.822,46",Total Recepcionado:,"86.822,46",,
21-0345-00-1148759-1-1,2274,Total Referencial:,"31.200,00",Total Recepcionado:,"19.560,00",,
20-0901-00-1066764-2-2,2275,Total Referencial:,"321.100,00",Total Adjudicado:,"234.432,00",Total Recepcionado:,"234.432,00"
20-0903-00-1072657-1-1,2276,Total Referencial:,"873.500,00",Total Adjudicado:,"873.500,00",Total Recepcionado:,"873.500,00"
20-0015-01-1041516-0-E,2277,Total Adjudicado:,"175.000,00",,,,
21-1324-00-1167432-1-1,2278,Total Referencial:,,,,,
21-1324-00-1167432-1-1,2278,Total Recepcionado:,,,,,
20-1734-00-1094168-1-1,2279,Total Referencial:,"200.000,00",Total Adjudicado:,"199.872,00",Total Recepcionado:,"199.872,00"
20-1201-00-1042520-0-E,2280,Total Adjudicado:,"47.000,00",,,,
20-1801-00-1046818-0-E,2281,Total Adjudicado:,"49.920,00",Total Recepcionado:,"49.920,00",,
20-0417-09-1032544-0-E,2282,Total Adjudicado:,"36,000.00",Total Recepcionado:,"36,000.00",,
21-0423-00-1169264-1-1,2283,Total Referencial:,"994.815,41",Total Adjudicado:,"573.517,35",Total Recepcionado:,"573.517,35"
21-1101-00-1169671-1-1,2284,Total Referencial:,"50.000,00",Total Recepcionado:,"50.000,00",,
20-1301-00-1044693-0-E,2285,Total Adjudicado:,"214.000,00",,,,
20-1805-00-1037421-0-E,2286,Total Adjudicado:,"50.000,00",Total Recepcionado:,"50.000,00",,
20-1314-00-1043961-0-E,2287,Total Adjudicado:,"24.000,00",Total Recepcionado:,"24.000,00",,
20-1205-00-1084820-1-1,2288,Total Referencial:,"386,300.00",Total Recepcionado:,"386,300.00",,
20-0906-00-1046824-0-E,2289,Total Adjudicado:,"850.000,00",Total Recepcionado:,"850.000,00",,
20-1124-00-1051766-0-E,2290,Total Adjudicado:,"169.500,00",Total Recepcionado:,"169.500,00",,
21-0901-02-1172005-1-2,2291,Total Referencial:,"280,000.00",Total Recepcionado:,"280,000.00",,
20-1807-00-1044788-0-E,2292,Total Adjudicado:,"44.300,00",Total Recepcionado:,"44.300,00",,
20-0909-00-1049930-0-E,2293,Total Adjudicado:,"400.000,00",Total Recepcionado:,"400.000,00",,
20-1514-00-1041816-0-E,2294,Total Adjudicado:,"94.800,00",Total Recepcionado:,"94.800,00",,
20-1312-00-1043028-0-E,2295,Total Adjudicado:,"46.885,00",Total Recepcionado:,"46.885,00",,
20-0418-36-1043503-0-E,2296,Total Adjudicado:,"51.205,00",Total Recepcionado:,"51.205,00",,
20-0417-09-1082492-1-1,2297,Total Referencial:,"99.998,00",Total Adjudicado:,"99.998,00",Total Recepcionado:,"99.998,00"
20-1301-00-1044827-0-E,2298,Total Adjudicado:,"80.500,00",,,,
20-1201-00-1085433-1-1,2299,Total Referencial:,"34.000,00",Total Recepcionado:,"30.000,00",,
20-1425-00-1096624-1-1,2300,Total Referencial:,"89.310,00",Total Recepcionado:,"88.937,00",,
21-1605-00-1127416-1-1,2301,Total Referencial:,"180.000,00",Total Adjudicado:,"164.400,00",Total Recepcionado:,"164.400,00"
20-4601-00-1043390-0-E,2302,Total Adjudicado:,"23.080,00",Total Recepcionado:,"23.080,00",,
20-0903-00-1091137-1-1,2303,Total Referencial:,"143.100,00",Total Recepcionado:,"143.100,00",,
21-0903-00-1141553-1-1,2304,Total Referencial:,"27,390.00",Total Recepcionado:,"27,390.00",,
20-1312-00-1040034-0-E,2305,Total Adjudicado:,"49,937.50",Total Recepcionado:,"47,375.00",,
20-1205-00-1094164-1-2,2306,Total Referencial:,"2.000.000,00",Total Recepcionado:,"1.704.456,00",,
22-1266-00-1193598-1-1,2307,Total Referencial:,"46.314,30",Total Recepcionado:,"41.110,00",,
20-1818-00-1047271-0-E,2308,Total Adjudicado:,"125.828,44",,,,
21-0903-00-1142741-1-1,2309,Total Referencial:,"36.000,00",Total Recepcionado:,"30.200,00",,
20-1312-00-1052368-0-E,2310,Total Adjudicado:,"29.640,00",Total Recepcionado:,"29.640,00",,
20-0418-40-1048053-1-1,2311,Total Referencial:,"120,000.00",Total Adjudicado:,"119,900.00",Total Recepcionado:,"119,900.00"
20-1601-00-1101359-1-1,2312,Total Referencial:,"40,000.00",Total Recepcionado:,"28,000.00",,
21-0046-20-1140285-1-1,2313,Total Referencial:,"912.206,00",Total Adjudicado:,"500.765,00",Total Recepcionado:,"500.765,00"
20-1905-00-1052288-0-E,2314,Total Adjudicado:,"394.500,00",,,,
20-1324-00-1091598-1-1,2315,Total Referencial:,"44.850,00",Total Recepcionado:,"34.500,00",,
21-0070-00-1133156-1-1,2316,Total Referencial:,"21.000,00",Total Recepcionado:,"13.440,00",,
20-1501-00-1079416-1-1,2317,Total Referencial:,"906.000,00",Total Recepcionado:,"895.380,00",,
20-0046-00-1089671-1-1,2318,Total Referencial:,"49,845.00",Total Recepcionado:,"49,845.00",,
20-1432-00-1089592-1-1,2319,Total Referencial:,"49.214,00",Total Recepcionado:,"49.214,00",,
20-0417-04-1097097-1-1,2320,Total Referencial:,"30.769,20",Total Recepcionado:,"30.769,20",,
20-0909-00-1038624-0-E,2321,Total Adjudicado:,"50.000,00",Total Recepcionado:,"50.000,00",,
20-1720-00-1043858-0-E,2322,Total Adjudicado:,"107.800,00",Total Recepcionado:,"107.800,00",,
21-0417-04-1183325-1-1,2323,Total Referencial:,"39,000.00",Total Recepcionado:,"37,500.00",,
20-0903-13-1048855-0-E,2324,Total Adjudicado:,"48.800,00",Total Recepcionado:,"48.800,00",,
20-0207-04-1052065-0-E,2325,Total Adjudicado:,"31.500,00",Total Recepcionado:,"31.500,00",,
20-0046-00-1067108-1-1,2326,Total Referencial:,"197,370.00",Total Adjudicado:,"176,970.00",Total Recepcionado:,"176,970.00"
