cuce,list_n,numero,codigo_unspsc,objeto_de_gasto,descripcion_del_bien_o_servicio,unidad_de_medida,cantidad,precio_referencial_unitario,precio_referencial_total,nombre_o_razon_social_del_proponente_adjudicado,precio_unitario_adjudicado,total_adjudicado,cantidad_recepcionada,precio_unitario_real,monto_real_ejecutado,estado,cronograma
20-1255-00-1048042-0-E,2328,11,4213000,34500,HOJAS DE PLASTAFORMO DE 1.5 CM,PIEZAS,"30,00",,,CALLISAYA QUISPE RENE,"7,00","210,00","30,00","7,00","210,00",Contratado,Cronograma
20-1255-00-1048042-0-E,2328,12,4713000,39100,GOMA PARA TRAPEAR MAS PALO (HARAGAN),PIEZAS,"20,00",,,CALLISAYA QUISPE RENE,"25,00","500,00","20,00","25,00","500,00",Contratado,Cronograma
20-1255-00-1048042-0-E,2328,13,4713000,39100,DETERGENTE OMO DE 700 GRS,PIEZAS,"50,00",,,CALLISAYA QUISPE RENE,"28,00","1.400,00","50,00","28,00","1.400,00",Contratado,Cronograma
20-1255-00-1048042-0-E,2328,14,4213000,33300,BARBIJOS ARTESANALES,PIEZAS,"2.000,00",,,CALLISAYA QUISPE RENE,"2,50","5.000,00","2.000,00","2,50","5.000,00",Contratado,Cronograma
20-1255-00-1048042-0-E,2328,15,4213000,33300,LENTES DE PROTECCION ANTIEMPAÑANTE,PIEZA,"30,00",,,CALLISAYA QUISPE RENE,"45,00","1.350,00","30,00","45,00","1.350,00",Contratado,Cronograma
20-1255-00-1048042-0-E,2328,16,4713000,39100,LAVABAJILLAS,PIEZAS,"20,00",,,CALLISAYA QUISPE RENE,"20,00","400,00","20,00","20,00","400,00",Contratado,Cronograma
20-1255-00-1048042-0-E,2328,17,4713000,34500,BASUREROS DE 50 LITROS CON TAPA,PIEZAS,"5,00",,,CALLISAYA QUISPE RENE,"180,00","900,00","5,00","180,00","900,00",Contratado,Cronograma
20-1255-00-1048042-0-E,2328,18,4213000,33300,BATACHAS  DESECHABLES,PIEZAS,"100,00",,,CALLISAYA QUISPE RENE,"52,00","5.200,00","100,00","52,00","5.200,00",Contratado,Cronograma
20-1255-00-1048042-0-E,2328,19,4213000,33300,GORROS DESECHABLES PAQUETE DE 100 PIEZAS,PAQUET E,"5,00",,,CALLISAYA QUISPE RENE,"145,00","725,00","5,00","145,00","725,00",Contratado,Cronograma
20-1255-00-1048042-0-E,2328,20,4214000,39400,GUANTES ESTERILES CAJA DE 50 PIEZAS,CAJA,"1,00",,,CALLISAYA QUISPE RENE,"190,00","190,00","1,00","190,00","190,00",Contratado,Cronograma
20-1218-00-1095095-1-1,2329,1,4110000,43400,INFANTOMETRO DE MADERA DE MADERA DE 2 CUERPOS PORTATIL FABRICADO DE ACUERDO A NORMAS DE CARACTERIZACION DE CENTROS DE SALUD,PIEZA,"11,00","770,00","8.470,00",,,,"11,00","770,00","8.470,00",Contratado,Cronograma 0
20-1218-00-1095095-1-1,2329,2,4111000,43400,TALLIMETRO DE MADERA ROBLE DE 3 CUERPOS PORTATIL FABRICADO DE ACUERDO A LAS NORMAS DE CARACTERIZACION DE ESTABLECIMIENTOS DE SALUD,PIEZA,"11,00","1.050,00","11.550,00",,,,"11,00","1.050,00","11.550,00",Contratado,Cronograma 0
20-1218-00-1095095-1-1,2329,3,4111000,43400,TALLIMETRO DE MADERA DE 3 CUERPOS FABRICADO EN ROBLE PORTATIL DE ACUERDO A NORMAS DE CARACTERIZACION,PIEZA,"11,00","850,00","9.350,00",,,,"11,00","850,00","9.350,00",Contratado,Cronograma 0
20-0903-00-1079919-1-1,2330,1,4110000,43400,EQUIPO CABINA PCR,PIEZA,"1,00","37.584,00","37.584,00",,,,"1,00","36.500,00","36.500,00",Contratado,Cronograma 0
20-1431-00-1085909-1-1,2331,1,5016000,71630,ADQUISICION DE ALIMENTOS SECOS PARA LAS FAMILIAS AFECTADAS CON LA PANDEMIA COVID- 19 MUNICIPIO SABAYA,GLOBAL,1.0,"478,495.00","478,495.00",,,,1.0,"355,124.00","355,124.00",Contratado,Cronograma 0
20-0418-07-1056076-1-1,2332,1,5121000,34200,Insulina Glulisina  100 UI / ml,Inyectable,265.00,280.0,"74,200.00",,,,,,,No se presentaron proponentes,Cronograma 0
20-0418-07-1056076-1-1,2332,2,5121000,34200,Zinc (como sulfato) 20 mg,Comprimi do,"5,000.00",0.5,"2,500.00",,,,,,,No se presentaron proponentes,Cronograma 0
20-0418-07-1056076-1-1,2332,3,5121000,34200,Levofloxacina 500 mg,Inyectable,"3,500.00",28.0,"98,000.00",,,,,,,No se presentaron proponentes,Cronograma 0
20-0418-07-1056076-1-1,2332,4,5121000,34200,Montelukast  5 mg,Comprimi do,"4,800.00",3.5,"16,800.00",,,,,,,No se presentaron proponentes,Cronograma 0
20-0418-07-1056076-1-1,2332,5,5121000,34200,Metilprednisolona  500 mg,Inyectable,"3,500.00",70.0,"245,000.00",,,,,,,No se presentaron proponentes,Cronograma 0
20-0418-07-1056076-1-1,2332,6,5121000,34200,Ivermectina 6 mg,Comprimi do,"5,000.00",14.7,"73,500.00",LABORATORIOS IFA S.A.,7.5,"37,500.00","5,000.00",7.5,"37,500.00",Contratado,Cronograma 0
20-0418-07-1056076-1-1,2332,7,5121000,34200,Montelukast  10 mg,Comprimi do,"4,400.00",4.5,"19,800.00",,,,,,,No se presentaron proponentes,Cronograma 0
20-0418-07-1056076-1-1,2332,8,5121000,34200,Dorzolamida  2%,Sol. oft.,400.00,35.0,"14,000.00",,,,,,,No se presentaron proponentes,Cronograma 0
20-0418-07-1056076-1-1,2332,9,5121000,34200,Ácido Ascorbico (Vit. C) 500 mg/ml (2ml),Inyectable,"50,000.0",2.5,"125,000.00",,,,,,,No se presentaron proponentes,Cronograma 0
20-0418-07-1056076-1-1,2332,10,5121000,34200,Zinc (como sulfato) 20mg/5ml,Jarabe,"2,300.00",10.0,"23,000.00",LABORATORIOS IFA S.A.,9.0,"20,700.00","2,300.00",9.0,"20,700.00",Contratado,Cronograma 0
20-0418-07-1056076-1-1,2332,11,5121000,34200,Hidrocortisona succinato sódico 100 mg,Inyectable,"13,000.0",6.0,"78,000.00",,,,,,,No se presentaron proponentes,Cronograma 0
20-0418-07-1056076-1-1,2332,12,5121000,34200,Clorfeniramina  10 mg/ml,Inyectable,"20,000.0",11.5,"230,000.00",,,,,,,No se presentaron proponentes,Cronograma 0
20-1605-00-1038840-0-E,2333,1,5016000,31150,"AZUCAR BLANCA DULCE REGINADA, LIMPIA Y SECA. SIN ADICIóN DE SUSTANCIAS EXTRAñAS PRESENTACIóN EN BOLSAS DE 46 KG",KILOS,"10.590,0",,,GALLARDO RODRIGUEZ ZACARIAS ISAAC,"5,52","58.456,80","10.590,00","5,52","58.456,80",Contratado,Cronograma
20-1605-00-1038840-0-E,2333,2,5018000,31150,"HARINA VEGETAL DE TRIGO TIPO 000 FORTIFICADA SEGúN NORMA VIGENTE, CON HUMEDAD MáXIMA DEL 15% , EL PRODUCTO DEBE SER BLANCO LIBRE DE CUERPOS EXTRAñOS, PRESENTACIóN DE PAQUETES DE 1KG.",KILOS,"10.590,0",,,GALLARDO RODRIGUEZ ZACARIAS ISAAC,"6,30","66.717,00","10.590,00","6,30","66.717,00",Contratado,Cronograma
20-1605-00-1038840-0-E,2333,3,5010000,31150,"ARROZ GLASEADO LARGO ENTEROS, DESCASCARADOS, BLANCOS Y LIMPIOS, SIN MESCLAS DE SUSTANCIAS EXTRAñAS, CON HUMEDAD MáXIMA DEL 15%. PRESENTACIóN EN BOLSAS DE 46 KG.",KILOS,"21.187,0",,,GALLARDO RODRIGUEZ ZACARIAS ISAAC,"5,43","115.045,41","21.187,00","5,43","115.045,41",Contratado,Cronograma
20-1605-00-1038840-0-E,2333,4,5015000,31150,"ACEITE REFINADO LIMPIO Y APTO PARA EL CONSUMO HUMANO ENVASADO EN RECIPIENTES DE PVC BIDóN DE 4,5 LITROS",LITROS,"9.531,00",,,GALLARDO RODRIGUEZ ZACARIAS ISAAC,"10,50","100.075,50","9.531,00","10,50","100.075,50",Contratado,Cronograma
20-1605-00-1038840-0-E,2333,5,5019000,31150,FIDEO  SIN MESCLAS DE NINGUNA CLASE DE SUSTANCIAS EXTRAñAS EN EL PRODUCTO. PRESENTACIóN EN PAQUETES DE 400 GRAMOS,KILOS,"8.472,00",,,GALLARDO RODRIGUEZ ZACARIAS ISAAC,"9,30","78.789,60","8.472,00","9,30","78.789,60",Contratado,Cronograma
21-0423-00-1117348-1-1,2334,1,5121000,34200,PARACETAMOL 500 MG,COMPRI MIDO,"20,000.0",0.15,"3,000.00",,,,"20,000.00",0.15,"3,000.00",Contratado,Cronograma 0
21-0423-00-1117348-1-1,2334,2,5121000,34200,PROTEINAS EN POLVO,FRASCO,400.00,70.0,"28,000.00",,,,400.00,70.0,"28,000.00",Contratado,Cronograma 0
21-0423-00-1117348-1-1,2334,3,5121000,34200,AZITROMICINA 200 MG/5 ML,FRASCO,30.00,30.0,900.00,,,,30.00,30.0,900.00,Contratado,Cronograma 0
21-0423-00-1117348-1-1,2334,4,5121000,34200,LEFLUNOMIDA 20 MG,COMPRI MIDO,"1,800.00",6.0,"10,800.00",,,,"1,800.00",6.0,"10,800.00",Contratado,Cronograma 0
21-0423-00-1117348-1-1,2334,5,5121000,34200,LEVOFLOXACINA 500 MG/ML,INYECTA BLE,162.00,45.0,"7,290.00",,,,162.00,45.0,"7,290.00",Contratado,Cronograma 0
20-1329-00-1086740-1-1,2335,1,5013000,31150,LECHE FLUIDA,LT,"935,00","7,25","6.778,75",,,,"935,00","7,25","6.778,75",Contratado,Cronograma 0
20-1329-00-1086740-1-1,2335,2,5016000,31150,AZUCAR(1@),@,"935,00","55,00","51.425,00",,,,"935,00","55,00","51.425,00",Contratado,Cronograma 0
20-1329-00-1086740-1-1,2335,3,5018000,31150,PALITOS DE TARWI(PQT 20 UDS),PQT,"935,00","12,00","11.220,00",,,,"935,00","12,00","11.220,00",Contratado,Cronograma 0
20-1329-00-1086740-1-1,2335,4,5019000,31150,FIDEO(1/2@),@,"935,00","43,00","40.205,00",,,,"935,00","43,00","40.205,00",Contratado,Cronograma 0
20-1329-00-1086740-1-1,2335,5,5015000,31150,ACEITE(2LT),LT,"935,00","20,00","18.700,00",,,,"935,00","20,00","18.700,00",Contratado,Cronograma 0
20-1329-00-1086740-1-1,2335,6,5022000,31150,LENTEJA(1KG),KG,"935,00","21,75","20.336,25",,,,"935,00","21,75","20.336,25",Contratado,Cronograma 0
20-1329-00-1086740-1-1,2335,7,5022000,31150,AVENA(450 GR),CJA,"935,00","12,00","11.220,00",,,,"935,00","12,00","11.220,00",Contratado,Cronograma 0
20-0906-00-1039590-0-E,2336,1,4214000,34200,ANTIPARRAS DE SEGURIDAD TRANSPARENTES,PIEZAS,"80,00",,,FERNANDEZ BARRIENTOS FABIANA ARLETTE,"40,00","3.200,00","80,00","40,00","3.200,00",Contratado,Cronograma
20-0906-00-1039590-0-E,2336,2,4214000,34200,ALCOHOL EN GEL DE 600 ML,FRASCO S,"400,00",,,BETANCUR ROMERO MARIA LUISA,"25,00","10.000,00","400,00","25,00","10.000,00",Contratado,Cronograma
20-0906-00-1039590-0-E,2336,3,4214000,34200,ALCOHOL EN GEL DE 450 ML,FRASCO S,"4.000,00",,,BETANCUR ROMERO MARIA LUISA,"22,00","88.000,00","4.000,00","22,00","88.000,00",Contratado,Cronograma
20-0906-00-1039590-0-E,2336,4,4213000,33300,BATAS DE SEGURIDAD,PIEZAS,"1.000,00",,,JIJENA ZENTENO MARIA LIDIA,"55,00","55.000,00","1.000,00","55,00","55.000,00",Contratado,Cronograma
20-0906-00-1039590-0-E,2336,5,4214000,34200,ALCOHOL EN GEL DE 360 G,FRASCO S,"13.700,0",,,BETANCUR ROMERO MARIA LUISA,"20,00","274.000,00","13.700,00","20,00","274.000,00",Contratado,Cronograma
20-0906-00-1039590-0-E,2336,6,4214000,34200,LENTES DE SEGURIDAD TRANSPARENTES,PIEZAS,"90,00",,,FERNANDEZ BARRIENTOS FABIANA ARLETTE,"10,00","900,00","90,00","10,00","900,00",Contratado,Cronograma
20-1707-00-1049226-0-E,2337,1,4217000,43400,"EQUIPOS MEDICOS PARA LA PANDEMIA DEL CORONAVIRUS EN SAN IGNACIO DE VELASCO (3 MONITORES MULTIPARAMETROS, 12 TERMOMETROS INFRARROJOS Y 2 SISTEMAS DE TUBO CORRUGADOS VERSAMED)",UNIDAD,"1,00",,,VARGAS CANO REYNALDO GASPAR,"86.400,00","86.400,00","1,00","86.400,00","86.400,00",Contratado,Cronograma
21-1412-00-1182340-1-1,2338,1,1015170,31300,Semillas o plántulas de alfalfa - Semilla de Alfalfa,Kg.,"2.193,00","110,00","241.230,00",CONSORCIO BOLIVIANO AGROPECUARIO COBOAGRO S.R.L.,"110,00","241.230,00","2.193,00","110,00","241.230,00",Contratado,Cronograma 0
21-1412-00-1182340-1-1,2338,2,1015160,31300,Semillas de cebada - Semilla de cebada,Kg.,"11.448,0","13,00","148.824,00",CONSORCIO BOLIVIANO AGROPECUARIO COBOAGRO S.R.L.,"11,00","125.928,00","11.448,00","11,00","125.928,00",Contratado,Cronograma 0
21-1412-00-1182340-1-1,2338,3,1015160,31300,Semillas de avena - Semilla de avena,Kg.,"638,00","13,00","8.294,00",CONSORCIO BOLIVIANO AGROPECUARIO COBOAGRO S.R.L.,"12,00","7.656,00","638,00","12,00","7.656,00",Contratado,Cronograma 0
20-1119-00-1089146-1-1,2339,1,1019000,34200,CORAZA,Kg.,"365,00","85,00","31.025,00",OVANDO MONCADA CESAR,"85,00","31.025,00","365,00","85,00","31.025,00",Contratado,Cronograma 0
20-1119-00-1089146-1-1,2339,2,1019000,34200,MITER TOP (ABEMECTIN AL 5 %),Litros,"467,00","300,00","140.100,00",OVANDO MONCADA CESAR,"290,00","135.430,00","467,00","290,00","135.430,00",Contratado,Cronograma 0
20-1119-00-1089146-1-1,2339,3,1019000,34200,AMISTAR TOP,Litros,"135,00","600,00","81.000,00",OVANDO MONCADA CESAR,"590,00","79.650,00","135,00","590,00","79.650,00",Contratado,Cronograma 0
20-1604-00-1046568-0-E,2340,1,5111000,34200.0,ALCOHOL ETILICO 70%,FRACO DE 1L,"2.000,00",,,TELCHI LITEL LTDA.,"17,00","34.000,00",,,,Contratado,Cronograma
20-1604-00-1046568-0-E,2340,2,5110000,34200.0,ALGODON DE 400G,PIEZA,"2.000,00",,,TELCHI LITEL LTDA.,"35,70","71.400,00",,,,Contratado,Cronograma
20-1604-00-1046568-0-E,2340,3,5110000,34200.0,PEROXIDO DE HIDROGENO (AGUA OXIGENADA) SOLUCION AL 2% O 3),FRASCO 1L,"2.000,00",,,TELCHI LITEL LTDA.,"10,50","21.000,00",,,,Contratado,Cronograma
20-0906-00-1079395-1-1,2341,1,4214000,34200,RIDA GENE SARS-COV-2 RUO X 100 PRUEBAS,KITS,30.0,"5,600.00","168,000.00",,,,30.0,"5,600.00","168,000.00",Contratado,Cronograma 0
20-0906-00-1079395-1-1,2341,2,4214000,34200,VIRAL RNA EXTRACTION FROM RESPERATOR Y SPECIMENS X250,KITS,15.0,"5,400.00","81,000.00",,,,15.0,"5,400.00","81,000.00",Contratado,Cronograma 0
20-1712-00-1097015-1-1,2342,1,4227000,43400,MANOMETRO,GBL,"2,00","1.400,00","2.800,00",,,,"2,00","1.100,00","2.200,00",Contratado,Cronograma 0
20-1712-00-1097015-1-1,2342,2,4227000,43340,PORTASUERO CON 4 COLGADORES,GBL,"2,00","500,00","1.000,00",,,,"2,00","480,00","960,00",Contratado,Cronograma 0
20-1712-00-1097015-1-1,2342,3,4227000,43340,NEGATOSCOPIO,GBL,"2,00","2.000,00","4.000,00",,,,"2,00","1.980,00","3.960,00",Contratado,Cronograma 0
20-1712-00-1097015-1-1,2342,4,4227000,43340,EQUIPO DE PROTECCION PERSONAL,GBL,"30,00","100,00","3.000,00",,,,"30,00","95,00","2.850,00",Contratado,Cronograma 0
20-1712-00-1097015-1-1,2342,5,4227000,43400,TUBO DE OXIGENO,GBL,"2,00","3.250,00","6.500,00",,,,"2,00","2.990,00","5.980,00",Contratado,Cronograma 0
20-1712-00-1097015-1-1,2342,6,4227000,43340,OXIMETRO,GBL,"2,00","300,00","600,00",,,,"2,00","250,00","500,00",Contratado,Cronograma 0
20-1712-00-1097015-1-1,2342,7,4227000,43340,CAMILLA DE AMBULANCIA RETRACTIL,GBL,"1,00","13.000,00","13.000,00",,,,"1,00","11.000,00","11.000,00",Contratado,Cronograma 0
20-1515-00-1088559-1-1,2343,1,1015000,71630,SEMILLA DE HABA (BOLSA DE 46 KG)),BOLSA,"15,00","718,40","10.776,00",,,,"15,00","718,40","10.776,00",Contratado,Cronograma 0
20-1515-00-1088559-1-1,2343,2,1015000,71630,SEMILLA DE MAIZ WALTACO (BOLSA DE 40 KG),BOLSA,"18,00","720,00","12.960,00",,,,"18,00","720,00","12.960,00",Contratado,Cronograma 0
20-0660-12-1050737-0-E,2344,1,4213000,34200,"BARBIJOS KN 95 SIN VALVULA, CON CLIPS NASAL AJUSTABLE INTERNO",PIEZA,"1.590,00",,,BARRON POQUECHOQUE FRANZ,"13,50","21.465,00","1.590,00","13,50","21.465,00",Contratado,Cronograma
20-1306-00-1049697-0-E,2345,1,4713000,34500,MATERIAL DE LIMPIEZA PARA COMBATIR CON EL COVID-19,GLOBAL,"1,00",,,LIMPIEZA GROUP S.R.L.,"48.900,00","48.900,00","1,00","48.900,00","48.900,00",Contratado,Cronograma
20-1601-00-1047352-0-E,2346,1,5310000,33300.0,TRIGESIMA ADQUISICION DE MASCARILLAS PROTECTORAS DE BIOSEGURIDAD PARA LA ATENCION DE LA PANDEMIA DEL CORONA VIRUS,UNIDAD,"1,00",,,ESTRADA PALAZUELOS CARLA ANGELICA,"50.000,00","50.000,00",,,,Contratado,Cronograma
20-1508-00-1048342-0-E,2347,1,4213000,39400,PROTECTOR TIPO OVEROL DE TELA POLIPROPILENO LAVABLE DE TRES PIEZAS,PZA,"100,00",,,PRIMITIVA PLAZA LOMAR,"195,00","19.500,00","100,00","195,00","19.500,00",Contratado,Cronograma
20-1508-00-1048342-0-E,2347,2,4213000,39400,OVEROL COMPLETO PARA FUMIGACION,PZA,"29,00",,,PRIMITIVA PLAZA LOMAR,"175,00","5.075,00","29,00","175,00","5.075,00",Contratado,Cronograma
21-0025-00-1140805-1-1,2348,1,8016150,26990,Servicios audiovisuales - SERVICIO DE ELABORACIÓN DE UN AVISO AUDIOVISUAL Y UN AUDIO SOBRE REACTIVACION ECONOMICA EN TIEMPO DE PANDEMIA COVID 19,SERVICI O,"1,00","40.000,00","40.000,00",,,,"1,00","39.999,00","39.999,00",Contratado,Cronograma 0
20-1342-00-1089142-1-1,2349,1,5019000,31300,DOTACION DE CANASTA ESTUDIANTIL SOLIDARIO POST PANDEMIA COVID-19,GLB,1.00,"347,251.00","347,251.00",UGARTE LLAMPA NITZA FLORINDA,"346,961.20","346,961.20",1.0,"346,961.20","346,961.20",Contratado,Cronograma 0
20-1601-00-1093785-1-1,2350,1,5310000,33300,GAFAS DE SEGURIDAD,PIEZA,"2,269.00",22.0,"49,918.00",,,,"2,269.00",13.0,"29,497.00",Contratado,Cronograma 0
20-1810-00-1045081-0-E,2351,1,5019000,31150.0,FIDEO DE 400 GRS,PAQUET E DE 20 BOLSAS,"325,00",,,INDUSTRIAS DE PASTAS ALIMENTICIAS DEL SUD S.A INPASTAS S.A,"80,00","26.000,00",,,,Contratado,Cronograma
20-1305-00-1047752-0-E,2352,1,4214000,33300,"COMPRA DE BATA QUIRURGICA PARA LOS CENTROS DE SALUD, CONSULTORIOS VECINALES Y EL HOSPITAL MUNICIPAL DE VINTO POR LA PANDEMIA MUNDIAL COVID-19",JUEGO,"564,00",,,CLAROS BRAÑEZ HERNAN FLABIO,"55,00","31.020,00","564,00","55,00","31.020,00",Contratado,Cronograma
20-1306-00-1039682-0-E,2353,1,4213000,34200,ROPA DE TRABAJO E INSUMOS DE BIOSEGURIDAD,GLOBAL,"1,00",,,DISLAB IMPORTACIONES S.R.L.,"171.140,00","171.140,00","1,00","171.140,00","171.140,00",Contratado,Cronograma
20-1218-00-1095515-1-1,2354,1,4110000,43400,ANALIZADOR DE HEMOGLOBINA DIASPECT T.,EQUIPO,"4,00","6.000,00","24.000,00",,,,"4,00","6.000,00","24.000,00",Contratado,Cronograma 0
20-0908-36-1075749-1-1,2355,1,4214000,39400,"JERINGA DESECHABLES SOBRE ESTERIL 10 cc, C/ AGUJA SUELTA, CAJA X 100 PIEZAS",CAJAS,"30,00","70,00","2.100,00",SARACHO LOPEZ MARIA EUGENIA,"50,79","1.523,70","30,00","50,79","1.523,70",Contratado,Cronograma 0
20-0908-36-1075749-1-1,2355,2,4214000,39400,GUANTES QUIRURGICOS DESCARTABLES SOBRE ESTERIL N° 8,PAR,"2.500,00","3,00","7.500,00",TERRAZAS RIVAS MIGUEL ANGEL,"1,58","3.950,00","2.500,00","1,58","3.950,00",Contratado,Cronograma 0
20-0908-36-1075749-1-1,2355,3,4214000,39400,"TEGADERM BANDAS PLÁSTICAS 10 X 25 cm, 10 X 25 cm, CAJAS X 20 PIEZAS",CAJAS,"5,00","740,00","3.700,00",SARACHO LOPEZ MARIA EUGENIA,"740,00","3.700,00","5,00","740,00","3.700,00",Contratado,Cronograma 0
20-0908-36-1075749-1-1,2355,4,4214000,39400,JERINGA DE INSULINA DESCARTABLE SOBRE ESTERIL 1 ml (100 UI) C/ Aguja Suelta,CAJAS,"30,00","70,00","2.100,00",TERRAZAS RIVAS MIGUEL ANGEL,"35,00","1.050,00","30,00","35,00","1.050,00",Contratado,Cronograma 0
20-0908-36-1075749-1-1,2355,5,4214000,39400,"BARBIJOS KN 95 SIN FILTRO PLEGABLE, 95% DE FILTRACIÓN",PIEZAS,"7.200,00","8,00","57.600,00",SARACHO LOPEZ MARIA EUGENIA,"6,99","50.328,00","7.200,00","6,99","50.328,00",Contratado,Cronograma 0
20-0908-36-1075749-1-1,2355,6,4214000,39400,GORRO DESCARTABLE ACORDEON 100% POLIPROPILENO,CAJAS,"500,00","70,00","35.000,00",TERRAZAS RIVAS MIGUEL ANGEL,"36,90","18.450,00","500,00","36,90","18.450,00",Contratado,Cronograma 0
20-0908-36-1075749-1-1,2355,7,4214000,39400,JERINGA DESCARTABLE SOBRE ESTERIL 20 ml C/ AGUJA SUELTA,CAJAS,"1.500,00","1,20","1.800,00",SARACHO LOPEZ MARIA EUGENIA,"0,78","1.170,00","1.500,00","0,78","1.170,00",Contratado,Cronograma 0
20-0908-36-1075749-1-1,2355,8,4214000,39400,"JERINGA DESECHABLES SOBRE ESTERIL 3cc, C/ AGUJA SUELTA, CAJA X 100 PIEZAS",CAJAS,"20,00","45,00","900,00",TERRAZAS RIVAS MIGUEL ANGEL,"35,00","700,00","20,00","35,00","700,00",Contratado,Cronograma 0
20-0908-36-1075749-1-1,2355,9,4214000,39400,TELA ADHESIVA,ROLLOS,"1.080,00","43,00","46.440,00",SARACHO LOPEZ MARIA,"37,00","39.960,00","1.080,00","37,00","39.960,00",Contratado,Cronograma 0
20-0908-36-1075749-1-1,2355,10,4214000,39400,GUANTES QUIRÚRGICOS DESCARTABLES SOBRE ESTERIL N° 6 1/2,PAR,"3.500,00","3,00","10.500,00",TERRAZAS RIVAS MIGUEL ANGEL,"1,58","5.530,00","3.500,00","1,58","5.530,00",Contratado,
20-0908-36-1075749-1-1,2355,11,4214000,39400,"JERINGA DESECHABLES SOBRE ESTERIL 5cc, C/ AGUJA SUELTA, CAJA X 100 PIEZAS",CAJAS,"20,00","55,00","1.100,00",TERRAZAS RIVAS MIGUEL ANGEL,"37,00","740,00","20,00","37,00","740,00",Contratado,
20-0908-36-1075749-1-1,2355,12,4214000,39400,"LANCETAS ESTERIL, CAJA X 100 PIEZAS",CAJAS,"20,00","45,00","900,00",SARACHO LOPEZ MARIA EUGENIA,"45,00","900,00","20,00","45,00","900,00",Contratado,
20-0908-36-1075749-1-1,2355,13,4214000,39400,MANILLAS IDENTIFICADORA PARA BEBE CELESTE,PIEZAS,"1.500,00","1,10","1.650,00",TERRAZAS RIVAS MIGUEL ANGEL,"0,90","1.350,00","1.500,00","0,90","1.350,00",Contratado,
20-0908-36-1075749-1-1,2355,14,4214000,39400,ALGODÓN HIDRÓFILO 100% 400GR,PAQUET ES,"120,00","36,00","4.320,00",RASNATOVIC AYALA MARIA ALEJANDRA,"31,50","3.780,00","120,00","31,50","3.780,00",Contratado,
20-0908-36-1075749-1-1,2355,15,4214000,39400,BARBIJOS DESCARTABLES TRIPLE CAPA C/ ELÁSTICO X 50 PIEZAS,CAJAS,"3.000,00","45,00","135.000,00",SARACHO LOPEZ MARIA EUGENIA,"21,80","65.400,00","3.000,00","21,80","65.400,00",Contratado,
20-0908-36-1075749-1-1,2355,16,4214000,39400,"BOTAS DESCARTABLES CAÑA LARGA DE 16\"" C/ ELASTICO, BOLSA X 25 PARES",BOLSA,"100,00","93,00","9.300,00",,,,,,,No se presentaron proponentes,
20-0908-36-1075749-1-1,2355,17,4214000,39400,CUBRE CALZADOS DESCARTABLES FABRICADO CON POLIETILENO TALLA ESTANDAR,PIEZAS,"1.000,00","20,00","20.000,00",RASNATOVIC AYALA MARIA ALEJANDRA,"2,00","2.000,00","1.000,00","2,00","2.000,00",Contratado,
20-0908-36-1075749-1-1,2355,18,4214000,39400,HOJA DE BISTURI SOBRE ESTERIL N° 21,PIEZAS,"1.500,00","0,75","1.125,00",SARACHO LOPEZ MARIA EUGENIA,"0,53","795,00","1.500,00","0,53","795,00",Contratado,
20-0908-36-1075749-1-1,2355,19,4214000,39400,CINTA MARCADORA ROLLO 19mm X 30 mts.,ROLLOS,"40,00","25,00","1.000,00",SARACHO LOPEZ MARIA EUGENIA,"25,00","1.000,00","40,00","25,00","1.000,00",Contratado,
20-0908-36-1075749-1-1,2355,20,4214000,39400,GUANTES DESCARTABLES N° 7 1/2 TALLA M,CAJAS,"2.000,00","50,00","100.000,00",TERRAZAS RIVAS MIGUEL ANGEL,"49,00","98.000,00","2.000,00","49,00","98.000,00",Contratado,
20-0908-36-1075749-1-1,2355,21,4214000,39400,GUANTES QUIRURGICOS DESCARTABLES SOBRE ESTERIL N° 7,PAR,"2.500,00","3,00","7.500,00",TERRAZAS RIVAS MIGUEL ANGEL,"1,58","3.950,00","2.500,00","1,58","3.950,00",Contratado,
20-0908-36-1075749-1-1,2355,22,4214000,39400,HOJA DE BISTURI SOBRE ESTERIL N° 15,PIEZAS,"500,00","0,56","280,00",SARACHO LOPEZ MARIA EUGENIA,"0,53","265,00","500,00","0,53","265,00",Contratado,
20-0908-36-1075749-1-1,2355,23,4214000,39400,"TEGADERM BANDAS PLASTICAS 3.8cm X 4.5 cm, CAJAS X 100 PIEZAS",CAJAS,"5,00","1.070,00","5.350,00",,,,,,,No se presentaron proponentes,
20-0908-36-1075749-1-1,2355,24,4214000,39400,MANILLAS IDENTIFICADORA PARA BEBE ROSADA,PIEZAS,"2.000,00","1,10","2.200,00",TERRAZAS RIVAS MIGUEL ANGEL,"0,90","1.800,00","2.000,00","0,90","1.800,00",Contratado,
20-0908-36-1075749-1-1,2355,25,4214000,39400,GASA HOSPITALARIA QUIRÚRGICA ESTÉRI 100 YARDAS 100 X 90 CM,ROLLOS,"50,00","544,00","27.200,00",RASNATOVIC AYALA MARIA ALEJANDRA,"437,00","21.850,00","50,00","437,00","21.850,00",Contratado,
20-0908-36-1075749-1-1,2355,26,4214000,39400,GUANTES QUIRURGICOS DESCARTABLES SOBRE ESTERIL N° 7 1/2,PAR,"3.500,00","3,00","10.500,00",TERRAZAS RIVAS MIGUEL ANGEL,"1,58","5.530,00","3.500,00","1,58","5.530,00",Contratado,
