cuce,número,código_unspsc,objeto_de_gasto,descripción_del_bien_o_servicio,unidad_de_medida,cantidad,precio_referencial_unitario,precio_referencial_total,nombre_o_razón_social_del_proponente_adjudicado,precio_unitario_adjudicado,total_adjudicado,cantidad_recepcionada,precio_unitario_real,monto_real_ejecutado,estado,cronograma,numero,codigo_unspsc,descripcion_del_bien_o_servicio,nombre_o_razon_social_del_proponente_adjudicado
20-0513-00-1077463-1-1,,,39400,,PZAS.,5000,0.6,3000,,0.44,2200,5000,0.44,2200,Contratado,Cronograma 0,4,4112000,MASCARILLA QUIRÚRGICA,ELECTRO HOGAR SRL
20-0513-00-1077463-1-1,,,39400,,PARES,3000,1,3000,,,,,,,No se presentaron proponentes,Cronograma 0,5,4112000,GUANTES DE NITRILO,
20-0513-00-1077463-1-1,,,34500,,PZAS.,4,290,1160,,,,,,,No se presentaron proponentes,Cronograma 0,6,1310000,MOCHILA FUMIGADORA MANUAL,
20-0513-00-1077463-1-1,,,39400,,PZAS.,4,1150,4600,,,,,,,No se presentaron proponentes,Cronograma 0,7,4111000,TERMOMETRO INFRARROJO DIGITAL CON DISPENSADOR AUTOMATICO DE ALCOHOL EN GEL,
20-0513-00-1077463-1-1,,,39400,,PZAS.,2,590,1180,,,,,,,No se presentaron proponentes,Cronograma 0,8,4111000,TERMOMETRO INFRAROJO AUTOMATICO DE PARED,
20-0513-00-1077463-1-1,,,34200,,PZAS.,2500,12.8,32000,,,,,,,No se presentaron proponentes,Cronograma 0,9,1235000,ALCOHOL ETILICO AL 70% 1L. CON PULVERIZADOR,
20-0513-00-1077463-1-1,,,34200,,PZAS.,100,24,2400,,,,,,,No se presentaron proponentes,Cronograma 0,10,1235000,ALCOHOL EN GEL AL 70 % 1L.,
20-0513-00-1077463-1-1,,,34200,,FRASCO,2,250,500,,,,,,,No se presentaron proponentes,Cronograma 0,11,4112000,DESINFECTANTE DE USO HOSPITALARIO EN PASTILLAS EFERVESCENTES,
20-4601-02-1057308-1-1,,,71630,,PAQUET5 00G,567,17.16,9729.72,,17.16,9729.72,567,17.16,9729.72,Contratado,Cronograma 0,1,5019000,YERBA,SORAIDE MALDONADO DAVID FERNANDO
20-4601-02-1057308-1-1,,,71630,,PAQUET E 1K,2835,6.6,18711,,6.6,18711,2835,6.6,18711,Contratado,Cronograma 0,2,5019000,HARINA DE TRIGO,SORAIDE MALDONADO DAVID FERNANDO
20-4601-02-1057308-1-1,,,71630,,BOLSA 1KG,5670,7.92,44906.4,,7.92,44906.4,5670,7.92,44906.4,Contratado,Cronograma 0,3,5019000,FIDEO,SORAIDE MALDONADO DAVID FERNANDO
20-4601-02-1057308-1-1,,,71630,,BOLSA 1KG,5670,6.6,37422,,6.6,37422,5670,6.6,37422,Contratado,Cronograma 0,4,5019000,AZUCAR BLANCA,SORAIDE MALDONADO DAVID FERNANDO
20-4601-02-1057308-1-1,,,71630,,BOLSA 1KG,5670,6.35,36004.5,,6.35,36004.5,5670,6.35,36004.5,Contratado,Cronograma 0,5,5019000,ARROZ FINO ENTERO,SORAIDE MALDONADO DAVID FERNANDO
20-4601-02-1057308-1-1,,,71630,,BOTELLA 900,2835,10.2,28917,,10.2,28917,2835,10.2,28917,Contratado,Cronograma 0,6,5019000,ACEITE VEGETAL,SORAIDE MALDONADO DAVID FERNANDO
20-1263-00-1075165-1-1,,,42320,,GLOBAL,100,250130.75,250130.75,,250116.25,250116.25,10,250116.25,250116.25,Contratado,Cronograma 0,1,7212000,CONSTRUCCION CENTRO DE AISLAMIENTO COVID-19- C.U. CATAVI,CONSULTORA Y CONSTRUCTORA CIVIL 10 DE AGOSTO S.R.L.
20-1328-00-1066963-1-1,,,43400,,GLB,50,1500,7500,,,,,,,No se presentaron proponentes,Cronograma 0,1,4214000,Calefactores,
20-1328-00-1066963-1-1,,,43400,,GLB,100,1000,10000,,80000,8000,100,80000,8000,Contratado,Cronograma 0,2,4214000,Veladores,QUIROGA TRIGO TERESA MARISOL
20-1328-00-1066963-1-1,,,43400,,GLB,50,5200,26000,,,,,,,No se presentaron proponentes,Cronograma 0,3,4214000,Tubos de Oxígeno completo,
20-1328-00-1066963-1-1,,,43400,,GLB,150,6000,90000,,3200,48000,150,3200,48000,Contratado,Cronograma 0,4,4214000,Mascarilla de oxígeno adulto,GEDESA LTDA
20-1328-00-1066963-1-1,,,43400,,GLB,100,3000,30000,,3000,30000,100,3000,30000,Contratado,Cronograma 0,5,4214000,Mascarilla de oxígeno pediátrico,GEDESA LTDA
20-1328-00-1066963-1-1,,,43400,,GLB,20,1412,2824,,1045,2090,20,1045,2090,Contratado,Cronograma 0,6,4214000,Tensiómetro de mercurio,TERRAZAS RIVAS MIGUEL ANGEL
20-1328-00-1066963-1-1,,,43400,,GLB,50,10000,50000,,,,,,,No se presentaron proponentes,Cronograma 0,7,4214000,Humificadores de Oxígeno,
20-1328-00-1066963-1-1,,,43400,,GLB,50,23100,1155,,16000,80000,50,16000,80000,Contratado,Cronograma 0,8,4214000,Tensiómetro de brazos manuales niños,TERRAZAS RIVAS MIGUEL ANGEL
20-1328-00-1066963-1-1,,,43400,,GLB,60,1090,6540,,88800,5328,60,88800,5328,Contratado,Cronograma 0,9,4214000,Nebulizador,TERRAZAS RIVAS MIGUEL ANGEL
20-1328-00-1066963-1-1,,,43400,,GLB,20,3500,7000,,,,,,,No se presentaron proponentes,Cronograma 0,10,4214000,Mochilas de emergencia,
20-1328-00-1066963-1-1,,,43400,,GLB,10,13400,13400,,,,,,,No se presentaron proponentes,Cronograma 0,11,4214000,Camillas para Ambulancia Nissan Patrol Modelo 2006,
20-1328-00-1066963-1-1,,,43400,,GLB,50,1100,5500,,99800,4990,50,99800,4990,Contratado,Cronograma 0,12,4214000,Ecoson o Dopler,TERRAZAS RIVAS MIGUEL ANGEL
20-1328-00-1066963-1-1,,,43400,,GLB,150,74500,11175,,10600,1590,150,10600,1590,Contratado,Cronograma 0,13,4214000,Estetoscopio,TERRAZAS RIVAS MIGUEL ANGEL
20-1328-00-1066963-1-1,,,43400,,GLB,50,7000,35000,,,,,,,No se presentaron proponentes,Cronograma 0,14,4214000,Taper Grande,
20-1328-00-1066963-1-1,,,43400,,GLB,100,30000,3000,,17100,1710,100,17100,1710,Contratado,Cronograma 0,15,4214000,Oxímetro de pulso,TERRAZAS RIVAS MIGUEL ANGEL
20-1338-00-1083679-1-1,,,31100,,GLB,100,187891,187891,,184585,184585,10,184585,184585,Contratado,Cronograma 0,1,5019000,PROGRAMA DE SEGURIDAD ALIMENTARIA PARA FAMILIAS AFECTADAS POR COVID-19 GAM-ARQUE.,ARANDIA TORRICO JOLVERTH
20-0417-06-1075173-1-1,,,34200,,TUBO,5000,300,150000,,169,84500,5000,169,84500,Contratado,Cronograma 0,1,4112000,MEDIOS DE TRANSPORTE VIRAL,INSUMOS DE VIDA S.R.L.
20-0903-00-1072660-1-1,,,34200,,KIT,21100,1700,358700,,1700,358700,21100,1700,358700,Contratado,Cronograma 0,1,4111000,ITEM 4 PRUEBAS PCR PARA EQ. AUTOMATIZADO,ANALISIS CLINICO TITICACA S.R.L.
20-0903-00-1072660-1-1,,,34200,,TACO,2050,8000,164000,,3070,62935,2050,3070,62935,Contratado,Cronograma 0,2,4111000,ITEM 1 PRUEBAS RAPIDAS,TORRICO TORRICO MARIELA
20-0903-00-1072660-1-1,,,34200,,PIEZA,2500,4000,100000,,1690,42250,2500,1690,42250,Contratado,Cronograma 0,3,4111000,ITEM 5 MEDIOS DE TRANSPORTE VIRAL,VALDES MORALES ROBERTO EFRAIN
20-0903-00-1072660-1-1,,,34200,,KIT,1400,2567,35938,,2567,35938,1400,2567,35938,Contratado,Cronograma 0,4,4111000,ITEM 3 PRUEBA DE CUANTIFICACION COVID IGM (MAGLUMI 800),VALDES MORALES ROBERTO EFRAIN
21-1701-00-1184317-1-1,,,34200,,UNIDAD,5436,18,97848,,16.2,88063.2,,,,Contratado,Cronograma 0,1,1214190,Oxígeno o - OXIGENO MEDICINAL,PRAXAIR BOLIVIA S.R.L.
20-1801-00-1086401-1-1,,,39500,,UNIDAD,60,5,300,,,,60,4,240,Contratado,Cronograma 0,1,4412000,MARCADOR INDELEBLE COLOR NEGRO,
20-1801-00-1086401-1-1,,,39500,,UNIDAD,30,6,180,,,,30,5,150,Contratado,Cronograma 0,2,4412000,POST IT NOTAS ADHESIVAS,
20-1801-00-1086401-1-1,,,39500,,UNIDAD,20,25,500,,,,20,24.9,498,Contratado,Cronograma 0,3,4412000,CUADENO EMPASTADO TAMAÑO OFICIO ESPIRAL,
20-1801-00-1086401-1-1,,,39500,,CAJA,20,18,360,,,,20,15,300,Contratado,Cronograma 0,4,4412000,PEGAMENTO UHU,
20-1801-00-1086401-1-1,,,39500,,UNIDAD,12,11,132,,,,12,10,120,Contratado,Cronograma 0,5,4412000,PLASTOFOR DE 2 cm,
20-1801-00-1086401-1-1,,,39500,,UNIDAD,50,5,250,,,,50,4.5,225,Contratado,Cronograma 0,6,4412000,CORRECTOR DE CINTA,
20-1801-00-1086401-1-1,,,39500,,UNIDAD,150,1.5,225,,,,150,1,150,Contratado,Cronograma 0,7,4412000,TAJADOR,
20-1801-00-1086401-1-1,,,39500,,UNIDAD,63,85,5355,,,,63,80,5040,Contratado,Cronograma 0,8,4412000,T664220-AL,
20-1801-00-1086401-1-1,,,39500,,UNIDAD,1,300,300,,,,1,290,290,Contratado,Cronograma 0,9,4412000,PERFORADOR INDUSTRIAL,
20-1801-00-1086401-1-1,,,39500,,UNIDAD,12,750,9000,,,,12,650,7800,Contratado,Cronograma 0,10,4412000,TONEER 80 A,
20-1801-00-1086401-1-1,,,39500,,UNIDAD,49,12,588,,,,49,10,490,Contratado,Cronograma 0,11,4412000,ESTILETE DOBLE HOJA INOX,
20-1801-00-1086401-1-1,,,39500,,CAJA,300,7,2100,,,,300,5,1500,Contratado,Cronograma 0,12,4412000,GRAPAS  NIQUELADAS 24/6,
20-1801-00-1086401-1-1,,,39500,,UNIDAD,60,5,300,,,,60,4,240,Contratado,Cronograma 0,13,4412000,MARCADOR GRUESO COLOR AZUL,
20-1801-00-1086401-1-1,,,39500,,UNIDAD,50,90,4500,,,,50,80,4000,Contratado,Cronograma 0,14,4412000,PERFORADORA M-81,
20-1801-00-1086401-1-1,,,39500,,CAJA,10,100,1000,,,,10,90,900,Contratado,Cronograma 0,15,4412000,PESTAÑAS SEPARADORAS,
20-1801-00-1086401-1-1,,,39500,,UNIDAD,63,85,5355,,,,63,80,5040,Contratado,Cronograma 0,16,4412000,T664420-AL,
20-1801-00-1086401-1-1,,,39500,,UNIDAD,63,85,5355,,,,63,80,5040,Contratado,Cronograma 0,17,4412000,T664320-AL,
20-1801-00-1086401-1-1,,,39500,,UNIDAD,61,10,610,,,,61,8,488,Contratado,Cronograma 0,18,4412000,CINTA MAZQUIN,
20-1801-00-1086401-1-1,,,39500,,UNIDAD,6,12,72,,,,6,10,60,Contratado,Cronograma 0,19,4412000,PORTA LAPICERO,
20-1801-00-1086401-1-1,,,39500,,UNIDAD,40,12,480,,,,40,10,400,Contratado,Cronograma 0,20,4412000,TAMPO METALICO,
20-1801-00-1086401-1-1,,,39500,,CAJA,10,35,350,,,,10,34,340,Contratado,Cronograma 0,21,4412000,GRAPAS NIQUELADAS 23/13,
20-1801-00-1086401-1-1,,,39500,,UNIDAD,40,4,160,,,,40,3.5,140,Contratado,Cronograma 0,22,4412000,REGLA PLASTICA DE 30 cm,
20-1801-00-1086401-1-1,,,39500,,CAJA,12,30,360,,,,12,29,348,Contratado,Cronograma 0,23,4412000,BORRADOR 1x30 Unidades,
20-1801-00-1086401-1-1,,,39500,,UNIDAD,60,12,720,,,,60,11.9,714,Contratado,Cronograma 0,24,4412000,CUADERNO EMPASTADO MEDIO OFICIO,
20-1801-00-1086401-1-1,,,39500,,UNIDAD,60,25,1500,,,,60,24.9,1494,Contratado,Cronograma 0,25,4412000,CUADERNO EMPASATDO TAMAÑO CARTA,
20-1801-00-1086401-1-1,,,39500,,UNIDAD,60,5,300,,,,60,4,240,Contratado,Cronograma 0,26,4412000,MARCADOR GRUESO COLOR NEGRO,
20-1801-00-1086401-1-1,,,39500,,CAJA,60,12,720,,,,60,10,600,Contratado,Cronograma 0,27,4412000,FASTENER,
20-0417-06-1075215-1-1,,,34200,,CAJA,25000,1625,406250,,8750,218750,2500,8750,218750,Contratado,Cronograma 1,1,4111000,PRUEBA RAPIDA PARA COVID-19,BIOSAFETY BOLIVIA S.R.L
20-0513-00-1083415-1-1,,,39400,,PIEZA,20,4000,80000,,,,,,,No se presentaron proponentes,Cronograma 0,1,4219000,Ambús,
20-0513-00-1083415-1-1,,,39100,,PIEZA,3500,50,1750,,41,1435,3500,41,1435,Contratado,Cronograma 0,2,4219000,Bolsas de residuos 90x120,DISTRIBUIDORES COMERCIALES YANARTEAGA S.R.L.
20-1810-00-1042104-0-E,,,39400,,PIEZAS,200,,,,2228,44560,200,2228,44560,Contratado,Cronograma,1,4227000,"CILINDROS DE OXIGENO DE 6 M3, MANOMETRO, VASO HUMIDIFICADOR Y SONDA NASAL",FELIX EFRAIN ESTRADA FERNANDEZ
20-1705-00-1076163-1-1,,,43400,,GLOBAL,3,13000,39000,,,,,,,No se presentaron proponentes,Cronograma 0,1,4111000,ASPIRADOR DE USO GENERAL,
20-1705-00-1076163-1-1,,,39400,,GLOBAL,1,72000,72000,,71980,71980,1,71980,71980,Contratado,Cronograma 0,2,4111000,MONITOR DESFIBRILADOR,HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.
20-1705-00-1076163-1-1,,,39400,,GLOBAL,4,49000,196000,,49000,196000,4,49000,196000,Contratado,Cronograma 0,3,4111000,MONITOR DE SIGNOS VITALES,HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.
20-1287-00-1082097-1-1,,,39400,,PIEZA,30,55000,1650,,,,30,54800,1644,Contratado,Cronograma 0,1,4214000,SILLA DE ESCRITORIO CON RUEDAS GIRATORIA MARCA TAIWAN Y/O SU EQUIVALENTE,
20-1287-00-1082097-1-1,,,43700,,PIEZA,10,5950,5950,,,,10,5948,5948,Contratado,Cronograma 0,2,4214000,REFRIGERADOR DE 2 PUERTAS 16 PIES DE CONGELACION Y REFRIGERACION SISTEMA DE INFRIAMIENTO YELO SECO CAPACIDASD DE CONGELACIÓN 53 LITROS CAP. REFRIGERACION 207 LITROS ENERGIA 220 V/50HZ PÈSO DE 45.5 KG.,
20-1287-00-1082097-1-1,,,39700,,PIEZAS,50,80000,4000,,,,50,79900,3995,Contratado,Cronograma 0,3,4214000,ESTABILIZADOR DE CORRIENTE DE 100 WATS 2 ENTRADAS DE 220 Y 2 ENTRADAS 110 MARCA OMEGA Y/O SU EQUIVALENTE,
20-1287-00-1082097-1-1,,,39400,,PIEZA,10,98000,98000,,,,10,97900,97900,Contratado,Cronograma 0,4,4214000,MESA MAYO MOVIL DE ACERO ANTICORROSIVO MARCA L&A Y/O SU EQUIVALENTE,
20-1287-00-1082097-1-1,,,39400,,PIEZA,20,1900,3800,,,,20,1899,3798,Contratado,Cronograma 0,5,4214000,EQUIPO DE PARTO INSTRUMENTAL MARCA STAINLESS Y/O SU EQUIVALENTE,
20-1287-00-1082097-1-1,,,39400,,PIEZA,10,52000,52000,,,,10,51900,51900,Contratado,Cronograma 0,6,4214000,"TENSIOMETRO DIGITAL RECARGABLE, MARCA CITIZEN PROCEDENCIA JAPON O SU EQUIVALNECIA",
20-1287-00-1082097-1-1,,,39400,,PIEZAS,20,78000,1560,,,,20,77900,1558,Contratado,Cronograma 0,7,4214000,EQUIPO DE CURACION COMPLETO CON TODAS LAS PINZAS MARCA STAINLESS Y/O SU EQUIVALENTE,
20-1287-00-1082097-1-1,,,39700,,PIEZA,10,70000,70000,,,,10,69900,69900,Contratado,Cronograma 0,8,4214000,LAMPARA CUELLO DE GANZO CON 4 RUEDAS ALTURA REGULABLE,
20-1301-00-1086326-1-1,,,34200,,CAJA,200,235,47000,,,,200,235,47000,Contratado,Cronograma 0,1,5121000,TIRAS REACTIVAS PARA GLUCOMETRO CAJA X 50 TIRAS,
20-1749-00-1088980-1-1,,,34500,,PQTE,20,30,600,,,,20,30,600,Contratado,Cronograma 0,1,4713000,BOLSAS PARA RESIDUOS,
20-1749-00-1088980-1-1,,,34500,,PZA,18,135,2430,,,,18,135,2430,Contratado,Cronograma 0,2,4712000,CONSERVADORA TIPO COOLER,
20-1749-00-1088980-1-1,,,34500,,PZA,18,900,16200,,,,18,900,16200,Contratado,Cronograma 0,3,4712000,LAVAMANOS PORTATILES,
20-1749-00-1088980-1-1,,,34500,,PZA,80,15,1200,,,,80,15,1200,Contratado,Cronograma 0,4,4713000,GAFAS DE SEGURIDAD,
20-1749-00-1088980-1-1,,,34500,,PZA,20,12,240,,,,20,12,240,Contratado,Cronograma 0,5,4712000,CONSERVADORA DE PLASTOFOR,
20-1749-00-1088980-1-1,,,34500,,PZA,24,360,8640,,,,24,360,8640,Contratado,Cronograma 0,6,4712000,BASUREROS DE 220 LTS,
21-0417-09-1164819-1-1,,,39800,,PZA,8,13000,104000,,13000,104000,8,13000,104000,Contratado,Cronograma 0,1,4227170,Compresores para terapia respiratoria - KIT DE REPARO COMPRESOR DE OXIGENO,ANTEZANA  CARLOS LEOPOLDO
21-0417-09-1164819-1-1,,,39800,,PZA,34,9900,336600,,9900,336600,34,9900,336600,Contratado,Cronograma 0,2,4015180,Partes para compresores de aire - KIT DE REPARO COMPRESOR DE TOMA DE AIRE,ANTEZANA  CARLOS LEOPOLDO
20-0435-00-1061412-1-1,,,25120,,SERVICI O,1,280000,280000,,280000,280000,1,240000,240000,Contratado,Cronograma 0,1,8510000,EQUIPO MÉDICO UTI ADULTO PARA PACIENTES COVID-19,BAZAN RODRIGUEZ SDENKA XIHOMARA
20-0417-07-1078645-1-1,,,34200,,COM.,20000,1.54,30800,,,,20000,1.54,30800,Contratado,Cronograma 0,1,5121000,BUTILBROMURO DE HIOSCINA 10 MG,
20-1604-00-1078333-1-1,,,34200,,M3,2526,15.81,39936.06,,,,2526,15.81,39936.06,Contratado,Cronograma 0,1,4112000,OXIGENO MEDICINAL CANTIDAD EN METROS CUBICOS M3,
20-1301-00-1087414-1-1,,,39800,,PIEZA,52,250,13000,,,,52,250,13000,Contratado,Cronograma 0,1,4214000,CANULAS DE ALTO FLUJO,
20-1301-00-1087414-1-1,,,39800,,PIEZA,20,6000,120000,,,,20,6000,120000,Contratado,Cronograma 0,2,4214000,HUMIFICADOR DE ALTO FLUJO,
20-0010-00-1074493-1-1,,,25500,,SERVICI O,1,29500,29500,,,,1,28900,28900,Contratado,Cronograma 0,1,8210000,"Servicio de publicación en prensa escrita de la \"" Memoria Institucional Sobre Repatriaciones en el Marco del COVID-19\""",
20-1509-00-1071375-1-1,,,42320,,Glb,100,649293.31,649293.31,,648657.47,648657.47,10,648657.47,648657.47,Contratado,Cronograma 0,1,7212000,CONST. CENTRO DE AISLAMIENTO COVID-19- CHAQUI,NINA MOLINA JULIO CESAR
20-1401-00-1049763-0-E,,,39400,,PIEZA,10,,,,43944,43944,10,43944,43944,Contratado,Cronograma,1,4214000,"2 LINTERNA DE USO MEDICO, 1 TENSIOMETRO DEGITAL, 2 PORTA PINZA DE TRASPASO, 1 MESA DE MAYO PARA INSTRUMENTAL, 5 VELADOR DE DOS GAVETAS, 5 TUBOS DE OXIGENO, 12 GRADILLAS METALICAS DE 3 PELDAÑOS , 2 PZA",BALDERRAMA MARTINEZ OSVALDO ALVARO
20-1250-00-1074068-1-1,,,43200,,PZA,388,310,120280,,308,119504,,,,Resuelto,Cronograma 0,1,2711000,TIJIERA DE ESQUILA MANUAL PARA CAMELIDOS,RIBERA CRUZ CARMINIA
20-1119-00-1082419-1-1,,,34200,,20mg.,10000,73,7300,,6,6000,,,,Contratado,Cronograma 0,1,5116000,Zinc,OVIEDO HUERTA AYDA LILA
20-1119-00-1082419-1-1,,,34200,,500mg.,4200,412,17304,,36,15120,,,,Contratado,Cronograma 0,2,5116000,claritromicina,LAQFAGAL FARMA INDUSTRIA S.R.L.
20-1119-00-1082419-1-1,,,34200,,6mg.,3550,79,28045,,,,,,,No se presentaron proponentes,Cronograma 0,3,5116000,Ivermectina,
20-1119-00-1082419-1-1,,,34200,,2000UI,15000,10,15000,,,,,,,No se presentaron proponentes,Cronograma 0,4,5116000,Vitamina D,
20-1119-00-1082419-1-1,,,34200,,60mg.,25000,1200,30000,,800,20000,,,,Contratado,Cronograma 0,5,5116000,Enoxapirina,BLACUTT BUSTILLOS FRANKLIN
20-1119-00-1082419-1-1,,,34200,,25000UI,30000,3559,10677,,355,10650,,,,Contratado,Cronograma 0,6,5116000,heparina sodica,LAQFAGAL FARMA INDUSTRIA S.R.L.
20-1119-00-1082419-1-1,,,34200,,200mg.,4200,65,27300,,,,,,,No se presentaron proponentes,Cronograma 0,7,5116000,Hidroxicloroquina,
20-1119-00-1082419-1-1,,,34200,,1gr.,36306,10,36306,,69,25051.14,,,,Contratado,Cronograma 0,8,5116000,Viamina C,MAINES S.R.L.
20-1119-00-1082419-1-1,,,34200,,100mg.,15000,26,3900,,26,3900,,,,Contratado,Cronograma 0,9,5116000,Acido acetil Salicilico,BLACUTT BUSTILLOS FRANKLIN
20-1119-00-1082419-1-1,,,34200,,875/125m g.,3800,636,24168,,59,22420,,,,Contratado,Cronograma 0,10,5116000,Amoxicilina/Salbuatam,LAQFAGAL FARMA INDUSTRIA S.R.L.
20-0417-06-1077206-1-1,,,43400,,EQUIPO,1,21000,21000,,,,1,21000,21000,Contratado,Cronograma 0,1,4110000,LECTOR DE ELISA,
20-1306-00-1087800-1-1,,,43400,,EQUIPO,100,215000,215000,,215000,215000,10,215000,215000,Contratado,Cronograma 0,1,4230000,ANALIZADOR AUTOMATICO DE QUIMICA SANGUINEA,SUAREZ ARANIBAR GABRIELA
20-1306-00-1087800-1-1,,,43400,,EQUIPO,100,188000,188000,,188000,188000,10,188000,188000,Contratado,Cronograma 0,2,4230000,CONTADOR HEMATOLOGICO CON LECTURA DE RETICULOCITOS,SUAREZ ARANIBAR GABRIELA
21-1312-00-1176377-1-1,,,39800,,PIEZA,290,5800,16820,,,,290,4700,13630,Contratado,Cronograma 0,1,4110331,Manómetros - MANOMETROS REGULADORES PARA OXIGENO SIMPLE TIPO YOKE DE 1M3,
21-1312-00-1176377-1-1,,,39800,,PIEZA,290,5800,16820,,,,290,4700,13630,Contratado,Cronograma 0,2,4110331,Manómetros - MANOMETROS REGULADORES PARA BOTELLONES DE OXIGENO MEDICINAL,
21-0520-00-1179386-1-1,,,42230,,GLOBAL,1,248566.64,248566.64,,245981.91,245981.91,1,245981.91,245981.91,Contratado,Cronograma 0,1,7215150,"Servicio de construcción de sistemas de energía eléctrica - CONSTRUCCION, REACONDICIONAMIENTO, INSTALACION ELECTRICA Y MONTAJE PARA PLANTA GENERADORA DE OXIGENO",FLOBECONS S.R.L.
20-1409-00-1086735-1-1,,,13110,,FRASCO,250,41,10250,,40,10000,250,40,10000,Contratado,Cronograma 0,1,4228000,LYSOFORM,LOBATON FORONDA HECTOR ANDRES
20-1409-00-1086735-1-1,,,13110,,PIEZA,60,1.5,90,,1.5,90,60,1.5,90,Contratado,Cronograma 0,2,1410000,SOBRE MANILA,LOBATON FORONDA HECTOR ANDRES
20-1409-00-1086735-1-1,,,13110,,SACHET,255,15,3825,,13,3315,255,13,3315,Contratado,Cronograma 0,3,4228000,DETERGENTE,LOBATON FORONDA HECTOR ANDRES
20-1409-00-1086735-1-1,,,13110,,FRASCO,50,20,1000,,20,1000,50,20,1000,Contratado,Cronograma 0,4,4214000,FRASCO DE PLASTICO,LOBATON FORONDA HECTOR ANDRES
20-1409-00-1086735-1-1,,,13110,,EQUIPO,15,1700,25500,,1470,22050,15,1470,22050,Contratado,Cronograma 0,5,4228000,ESTERILIZADOR PORTATIL,LOBATON FORONDA HECTOR ANDRES
20-1409-00-1086735-1-1,,,13110,,PIEZA,40,8,320,,7,280,40,7,280,Contratado,Cronograma 0,6,5214000,PILAS,LOBATON FORONDA HECTOR ANDRES
20-1409-00-1086735-1-1,,,13110,,LITRO,100,20,2000,,18,1800,100,18,1800,Contratado,Cronograma 0,7,4228000,HIPOCLORITO  SODICO 8%,LOBATON FORONDA HECTOR ANDRES
20-1409-00-1086735-1-1,,,13110,,PIEZA,15,90,1350,,87,1305,15,87,1305,Contratado,Cronograma 0,8,4214000,ASPERSORES,LOBATON FORONDA HECTOR ANDRES
20-1409-00-1086735-1-1,,,13110,,PIEZA,5,260,1300,,255,1275,5,255,1275,Contratado,Cronograma 0,9,4214000,TERMOMETRO DIGITAL,LOBATON FORONDA HECTOR ANDRES
20-1409-00-1086735-1-1,,,13110,,EQUIPO,5,12500,62500,,12370,61850,5,12370,61850,Contratado,Cronograma 0,10,4214000,GENERADOR DE OXIGENO,LOBATON FORONDA HECTOR ANDRES
20-1409-00-1086735-1-1,,,13110,,PIEZA,40,40,1600,,35,1400,40,35,1400,Contratado,Cronograma 0,11,5214000,BATERIAS,LOBATON FORONDA HECTOR ANDRES
20-1409-00-1086735-1-1,,,13110,,LITRO,500,26,13000,,25,12500,500,25,12500,Contratado,Cronograma 0,12,4228000,JABON LIQUIDO,LOBATON FORONDA HECTOR ANDRES
20-1409-00-1086735-1-1,,,13110,,PIEZA,50,70,3500,,55,2750,50,55,2750,Contratado,Cronograma 0,13,4214000,TERMO DE PLASTOFORMO (TECNOPOR),LOBATON FORONDA HECTOR ANDRES
20-1409-00-1086735-1-1,,,13110,,PIEZA,50,210,10500,,200,10000,50,200,10000,Contratado,Cronograma 0,14,4214000,MEDIOS DE TRASPORTE VIRAL (M.T.V.),LOBATON FORONDA HECTOR ANDRES
20-1409-00-1086735-1-1,,,13110,,PIEZA,50,120,6000,,110,5500,50,110,5500,Contratado,Cronograma 0,15,4214000,PAQUETES FRIOS,LOBATON FORONDA HECTOR ANDRES
20-1409-00-1086735-1-1,,,13110,,PIEZA,200,1.5,300,,1.5,300,200,1.5,300,Contratado,Cronograma 0,16,4214000,BAJA LENGUAS,LOBATON FORONDA HECTOR ANDRES
20-1409-00-1086735-1-1,,,13110,,PIEZA,500,15,7500,,15,7500,500,15,7500,Contratado,Cronograma 0,17,4214000,TOALLA DESECHABLE,LOBATON FORONDA HECTOR ANDRES
20-1409-00-1086735-1-1,,,13110,,PIEZA,200,2.1,420,,2,400,200,2,400,Contratado,Cronograma 0,18,4228000,BOLSAS PARA DESECHO HOSPITALARIO GRANDE,LOBATON FORONDA HECTOR ANDRES
20-1409-00-1086735-1-1,,,13110,,PIEZA,200,7,1400,,7,1400,200,7,1400,Contratado,Cronograma 0,19,4213000,TRAPOS PARA PISO,LOBATON FORONDA HECTOR ANDRES
20-1409-00-1086735-1-1,,,13110,,EQUIPO,10,280,2800,,270,2700,10,270,2700,Contratado,Cronograma 0,20,4214000,OXIMETRO DE PULSO,LOBATON FORONDA HECTOR ANDRES
20-1409-00-1086735-1-1,,,13110,,PIEZA,50,30,1500,,27,1350,50,27,1350,Contratado,Cronograma 0,21,4214000,HISOPOS DE DRACON,LOBATON FORONDA HECTOR ANDRES
20-1345-00-1087604-1-1,,,24110,,M2,743,27073,2011.52,,,,743,27073,2011.52,Contratado,Cronograma 0,1,7215000,MURO LADRILLO 18 HUECOS E=12 1 CARAS VISTAS,
20-1345-00-1087604-1-1,,,24110,,M2,1071,14458,1548.45,,,,1071,14458,1548.45,Contratado,Cronograma 0,2,7215000,DEMOLICION MURO DE LADRILLO,
20-1345-00-1087604-1-1,,,24110,,M2,1589,3243,51531,,,,1589,3243,51531,Contratado,Cronograma 0,3,7215000,PINTURA EXTERIOR LATEX,
