tema,cuce,entidad,tipo_contratacion,modalidad,objeto,estado.x,subasta,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_proceso,persona_contacto,garantia,costo_pliego,arpc,reunion_aclaracion,fecha_adjudicacion_desierta,departamento,normativa,numero,codigo_unspsc,objeto_de_gasto,descripcion_del_bien_o_servicio,unidad_de_medida,cantidad,precio_referencial_unitario,precio_referencial_total,nombre_o_razon_social_del_proponente_adjudicado,precio_unitario_adjudicado,total_adjudicado,cantidad_recepcionada,precio_unitario_real,monto_real_ejecutado,estado.y,cronograma
covid,20-1309-00-1058892-1-2,Gobierno Autonomo Municipal De Omereque,Bienes,ANPE,"Adquisicion De Arroz Para Apoyo A La Canasta Familiar, A Familias Vulnerables Economicamente Por Efectos Del Covid-19 (Municipio Omereque)",Contratado,No,2020-09-18,2020-09-11,1.Especificaciones Tecnicas 2.Documento Base de Contratacion 3.Convocatoria 4.Res. de Adjudicacion (nota) 5.Informe de la Comision/Responsable de Evaluacion 6.Contrato/Orden de Compra/Orden de Servicio 7.Contrato Modificatorio/Orden de Cambio 8.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 250 5.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1309-00-1058892-1-2,Efrain Garrado Rojas (Telf: 4136519),NA,NA,-,NA,NA,Cochabamba,NB-SABS (D.S.0181),1,5022000,31150,"ADQUISICION DE ARROZ PARA APOYO A LA CANASTA FAMILIAR, A FAMILIAS VULNERABLES ECONOMICAMENTE POR EFECTOS DEL COVID-19 (MUNICIPIO DE OMEREQUE)",BOLSA,NA,NA,NA,CARVAJAL SALVADOR SERAFIN,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,20-1601-00-1061851-1-1,Gobierno Autonomo Municipal De Tarija,Bienes,ANPP,"Adquisición De Trajes De Bioseguridad Para Personal Manual, Personal De Fumigación Y Rastrillaje Prevención Covid-19",Contratado,No,2020-09-23,2020-09-11,1.Convocatoria 2.Documento Base de Contratacion 3.Acta de Apertura 4.Informe de la Comision/Responsable de Evaluacion 5.Res. de Adjudicacion (nota) 6.Contrato/Orden de Compra/Orden de Servicio 7.Resolucion de Excepcion,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 900,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1601-00-1061851-1-1,Shirley Margarzo Romero (Telf: 6643211 - 6643216),NA,NA,-,NA,NA,Tarija,NB-SABS (D.S.0181),1,5310000,33300,"ADQUISICIÓN DE TRAJES DE BIOSEGURIDAD PARA PERSONAL MANUAL, PERSONAL DE FUMIGACIÓN Y RASTRILLAJE PREVENCIÓN COVID-19",UNID.,NA,NA,NA,LOPEZ TOARA PEDRO,NA,NA,NA,NA,NA,Contratado,Cronograma 0
barbijo,20-0015-01-1055801-2-1,Policia Boliviana,Bienes,ANPE,Adquisicion De Catorce Mil Unidades De Barbijos Cubre Boca Triple Capa Reutilizable 7 Usos   Para El Comando Departamental De Policia De Santa Cruz,Contratado,No,2020-09-21,2020-09-14,1.Convocatoria 2.Documento Base de Contratacion 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Adjudicacion (nota) 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0015-01-1055801-2-1,Carlos Quispe Condori (Telf: 2-433211),NA,NA,-,NA,NA,La Paz,NB-SABS (D.S.0181),1,1115000,33200,ADQUISICION DE CATORCE MIL UNIDADES DE BARBIJOS CUBRE BOCA TRIPLE CAPA REUTILIZABLE 7 USOS   PARA EL COMANDO DEPARTAMENTAL DE POLICIA DE SANTA CRUZ,UNIDADE S,NA,7.5,NA,DISPLAS PRODUCCIONES S.R.L.,7.45,NA,NA,7.45,NA,Contratado,Cronograma 0
barbijo,20-0417-09-1049306-1-2,Caja Nacional De Salud - Regional La Paz,Bienes,ANPP,30.000 Pza. Barbijo Kn95,Contratado,No,2020-09-24,2020-09-14,1.Convocatoria 2.Documento Base de Contratacion 3.Resolucion/Documento de Anulacion 4.Res. de Adjudicacion (nota) 5.Informe de la Comision/Responsable de Evaluacion 6.Contrato/Orden de Compra/Orden de Servicio 7.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 100-E 3.FORM 170 4.FORM 200 5.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0417-09-1049306-1-2,Brayan Luis Cabrera Vera (Telf: 2-901777),NA,NA,-,NA,NA,La Paz,NB-SABS (D.S.0181),1,4214000,34200,BARBIJO KN95,PZA,NA,NA,NA,GUTIERREZ VILLCA JUAN CARLOS,NA,NA,NA,NA,NA,Contratado,Cronograma 1
coronavirus,20-1909-00-1062244-1-1,Gobierno Autonomo Municipal De San Lorenzo - Pando,Bienes,ANPP,"Adquisicion De Insumos Alimenticios Para La Atencion De Las Familias En Estado De Necesidad Y Grupos Vulnerables Del Sector Campesino Del Municipio De San Lorenzo, Que Guardan Cuarentena Dinamica Condicionada, Por La Propagacion Del Nuevo Coronavirus Covid ? 19.",Contratado,No,2020-09-24,2020-09-14,1.Convocatoria 2.Documento Base de Contratacion 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Adjudicacion (nota) 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1909-00-1062244-1-1,Jose Pedro Vaca Kamadá (Telf: 842-3188),NA,NA,-,NA,NA,Pando,NB-SABS (D.S.0181),1,5019000,31150,"ADQUISICION DE INSUMOS ALIMENTICIOS PARA LA ATENCION DE LAS FAMILIAS EN ESTADO DE NECESIDAD Y GRUPOS VULNERABLES DEL SECTOR CAMPESINO DEL MUNICIPIO DE SAN LORENZO, QUE GUARDAN CUARENTENA DINAMICA COND",GLOBAL,NA,NA,NA,MELGAR JALDIN ALFONSO,NA,NA,NA,NA,NA,Contratado,Cronograma 0
coronavirus,20-1909-00-1062231-1-1,Gobierno Autonomo Municipal De San Lorenzo - Pando,Bienes,ANPP,"Adquisicion De Insumos Alimenticios Para La Atencion De Las Familias En Estado De Necesidad Y Grupos Vulnerables Del Sector Indigena Del Municipio De San Lorenzo, Que Guardan Cuarentena Dinamica Condicionada, Por La Propagacion Del Nuevo Coronavirus Covid ? 19.",Contratado,No,2020-09-24,2020-09-14,1.Convocatoria 2.Documento Base de Contratacion 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Adjudicacion (nota) 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1909-00-1062231-1-1,Jose Pedro Vaca Kamadá (Telf: 842-3188),NA,NA,-,NA,NA,Pando,NB-SABS (D.S.0181),1,5019000,31150,"ADQUISICION DE INSUMOS ALIMENTICIOS PARA LA ATENCION DE LAS FAMILIAS EN ESTADO DE NECESIDAD Y GRUPOS VULNERABLES DEL SECTOR INDIGENA DEL MUNICIPIO DE SAN LORENZO, QUE GUARDAN CUARENTENA DINAMICA CONDI",GLOBAL,NA,NA,NA,MELGAR JALDIN ALFONSO,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,20-0905-01-1054641-1-2,Servicio Departamental De Gestion Social - Potosi,Consultoria,ANPE,"Contratación De Consultores De Linea - Cinco (5) Educadoras Para Los Centros De Acogida, Por La Emergencia Sanitaria Del Covid - 19",Contratado,No,2020-09-18,2020-09-14,1.Convocatoria 2.Documento Base de Contratacion 3.Acta de Apertura 4.Res. de Adjudicacion (nota) 5.Res. de Adjudicacion (nota) 6.Informe de la Comision/Responsable de Evaluacion 7.Contrato/Orden de Compra/Orden de Servicio 8.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0905-01-1054641-1-2,German Ramiro Maygua Sanabria (Telf: 6224986),NA,NA,-,NA,NA,Potosi,NB-SABS (D.S.0181),1,8011000,25220,CONSULTOR DE LINEA - EDUCADORA 1,CONSUL TOR,1,NA,NA,SILVIA PEREZ CALLE,NA,NA,1,NA,NA,Contratado,Cronograma 0
respirador,20-0417-03-1062310-1-1,Caja Nacional De Salud Regional Santa Cruz,Bienes,ANPE,840 Piezas Corrugados Para Respirador Mecánico Neonatal- Departamento De Pediatría - Hospital Materno Infantil - Nefrologia,Contratado,No,2020-09-21,2020-09-14,1.Convocatoria 2.Documento Base de Contratacion 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Adjudicacion (nota) 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0417-03-1062310-1-1,Rocio Uruña Alanes (Telf: 3393354),NA,NA,-,NA,NA,Santa Cruz,NB-SABS (D.S.0181),1,4214000,34200,CORRUGADOS DE RESPIRADOR MECANICO NEONATAL,PIEZAS,NA,NA,NA,HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.,NA,NA,NA,NA,NA,Contratado,Cronograma 0
coronavirus,20-1507-00-1062643-1-1,Gobierno Autonomo Municipal De Llallagua,Bienes,ANPE,Prevencion Control Y Atencion Del Coronavirus' (Adqusicion De Productos Farmaceuticos Medicamentos Para Primer Nivel),Contratado,No,2020-09-21,2020-09-15,1.Documento Base de Contratacion 2.Convocatoria 3.Res. de Adjudicacion (nota) 4.Informe de la Comision/Responsable de Evaluacion 5.Contrato/Orden de Compra/Orden de Servicio 6.Contrato/Orden de Compra/Orden de Servicio 7.Acta o informe de recepcion definitiva 8.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1507-00-1062643-1-1,Jimmy Roy Martinez Calizaya (Telf: 5822377),NA,NA,-,18/09/2020 11:00,NA,Potosi,NB-SABS (D.S.0181),1,5112000,34200,Amoxicilina + Acido Clavulanico Suspencion,250 Mg/ml,NA,NA,NA,LABORATORIOS IFA S.A.,NA,NA,NA,NA,NA,Contratado,Cronograma 0
coronavirus,20-0902-07-1061669-1-1,Servicio Departamental De Gestion Social De La Paz - Sedeges,Bienes,ANPE,"Adquisición De Equipo Médico (Concentrador De Oxigeno) Para La Prevención, Atención Y Control Del Coronavirus (Covid-19)",Contratado,No,2020-09-21,2020-09-15,1.Convocatoria 2.Documento Base de Contratacion 3.Acta de Apertura 4.Informe de la Comision/Responsable de Evaluacion 5.Res. de Adjudicacion (nota) 6.Contrato/Orden de Compra/Orden de Servicio 7.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0902-07-1061669-1-1,Ramiro Huallpa Apaza (Telf: 2488191 - 2488222),NA,NA,-,17/09/2020 10:00,NA,La Paz,NB-SABS (D.S.0181),1,4110000,43400,CONCENTRADOR DE OXIGENO,EQUIPO,8,NA,NA,HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.,NA,NA,8,NA,NA,Contratado,Cronograma 0
coronavirus,20-1514-00-1049309-4-2,Gobierno Autonomo Municipal De Ocuri,Bienes,ANPP,"Prevencion, Control Y Atencion Del Coronavirus (Adquisicion De Equipamiento Para Salas De Aislamiento Para El Covid-19)",Contratado,No,2020-09-29,2020-09-17,1.Convocatoria 2.Documento Base de Contratacion 3.Especificaciones Tecnicas 4.Res. de Adjudicacion (nota) 5.Informe de la Comision/Responsable de Evaluacion 6.Contrato/Orden de Compra/Orden de Servicio 7.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1514-00-1049309-4-2,Hilarion Baltazar Condori (Telf: 74259994),NA,NA,-,NA,NA,Potosi,NB-SABS (D.S.0181),1,4110000,43400,BOTELLON DE OXIGENO DE 6M3,UNIDAD,NA,NA,NA,SEQUEIROS TORREZ FELIX ESTEBAN,NA,NA,NA,NA,NA,Contratado,Cronograma 0
coronavirus,20-1344-00-1058644-2-1,Gobierno Autonomo Municipal De Alalay,Bienes,ANPP,Prevención Control Y Atención Del Coronavirus (Adquisición Ambulancia Centro De Salud Alalay),Contratado,No,2020-09-29,2020-09-17,1.Documento Base de Contratacion 2.Convocatoria 3.Especificaciones Tecnicas 4.Res. de Adjudicacion (nota) 5.Informe de la Comision/Responsable de Evaluacion 6.Contrato/Orden de Compra/Orden de Servicio 7.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1344-00-1058644-2-1,Daniel Rojas Montaño (Telf: 4554375),NA,NA,-,NA,NA,Cochabamba,NB-SABS (D.S.0181),1,2510000,43330,MAQUINARIA Y EQUIPO DE TRANSPORTE,Gbl,NA,NA,NA,TAIYO MOTORS S.A.,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,20-0015-04-1063551-1-1,Direccion Nacional De Salud Y Bienestar Social De La Policia Nacional,Bienes,ANPP,"Adquisición De Pruebas De Diagnostico Inmunologico (Pruebas Rapidas) Covid-19, Para Los Postulantes A La Fatescipol.",Contratado,No,2020-09-30,2020-09-17,1.Documento Base de Contratacion 2.Convocatoria 3.Res. de Adjudicacion (nota) 4.Informe de la Comision/Responsable de Evaluacion 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0015-04-1063551-1-1,Brian Jaime Anti Pongo (Telf: 2427380),NA,NA,-,NA,NA,La Paz,NB-SABS (D.S.0181),1,4218000,34200,"ADQUISICIÓN DE PRUEBAS DE DIAGNOSTICO INMUNOLOGICO (PRUEBAS RAPIDAS) COVID-19, PARA LOS POSTULANTES A LA FATESCIPOL.",UNIDAD,NA,60,NA,AURA HEALTH INDUSTRY S.R.L.,32,NA,NA,32,NA,Contratado,Cronograma 0
covid,20-0015-04-1063524-1-1,Direccion Nacional De Salud Y Bienestar Social De La Policia Nacional,Bienes,ANPE,"Adquisicion De Pruebas De Diagnostico Inmunologico (Pruebas Rapidas) Covid-19, Para Los Postulantes A La Anapol",Contratado,No,2020-09-24,2020-09-17,1.Convocatoria 2.Documento Base de Contratacion 3.Res. de Adjudicacion (nota) 4.Informe de la Comision/Responsable de Evaluacion 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0015-04-1063524-1-1,Brian Jaime Anti Pongo (Telf: 2427380),NA,NA,-,NA,NA,La Paz,NB-SABS (D.S.0181),1,4218000,34200,"ADQUISICIÓN DE PRUEBAS DE DIAGNOSTICO INMUNOLOGICO (PRUEBAS RAPIDAS) COVID-19, PARA LOS POSTULANTES A LA ANAPOL.",UNIDAD,NA,NA,NA,AURA HEALTH INDUSTRY S.R.L.,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,20-1334-00-1057982-2-1,Gobierno Autonomo Municipal De Chimore,Consultoria,ANPE,Contratación De Servicios De Consultoría Individual De Línea Para La Contención Del Covid-19 Municipio De Chimoré,Contratado,No,2020-09-23,2020-09-17,1.Documento Base de Contratacion 2.Convocatoria 3.Res. de Adjudicacion (nota) 4.Informe de la Comision/Responsable de Evaluacion 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1334-00-1057982-2-1,Jose Luis Velarde Cardozo (Telf: 44136218),NA,NA,-,NA,NA,Cochabamba,NB-SABS (D.S.0181),1,8011000,25220,Licenciada (o) de Enfermería - 7,MESES,NA,NA,NA,LISBET LAIME CAMPERO,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,20-1328-00-1062783-1-1,Gobierno Autonomo Municipal De Santivanez,Bienes,ANPE,"Adquisicion De Equipos De Protección Personal Y De Bioseguridad Para Prevencion, Control Y Atención Covid -19 Red De Salud Santivañez",Contratado,No,2020-09-23,2020-09-17,1.Convocatoria 2.Documento Base de Contratacion 3.Acta de Apertura 4.Res. de Adjudicacion (nota) 5.Informe de la Comision/Responsable de Evaluacion 6.Contrato/Orden de Compra/Orden de Servicio 7.Contrato/Orden de Compra/Orden de Servicio 8.Contrato/Orden de Compra/Orden de Servicio 9.Ver mas...,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1328-00-1062783-1-1,Jhamyl Mamani Condori (Telf: 4780071),NA,NA,-,NA,NA,Cochabamba,NB-SABS (D.S.0181),1,4618000,39900,"Overoles o mamelucos nivel III :\""talla M/Cantidad 100\"" \""talla L/Cantidad 200\"" \""talla XL/Cantidad",GLB,548,109,NA,AGUILAR QUIROGA ARIEL,100,NA,548,100,NA,Contratado,Cronograma 0
covid,20-0138-00-1063145-1-1,Universidad Mayor Real Y Pontificia De San Francisco Xavier,Bienes,ANPP,"Adquisicion Materiales E Insumos De Laboratorio Para La Prevencion, Atencion Y Contencion Del Covid-19 En El Hospital Universitario S.F.X.",Contratado,No,2020-09-30,2020-09-17,1.Convocatoria 2.Documento Base de Contratacion 3.Res. de Adjudicacion (nota) 4.Informe de la Comision/Responsable de Evaluacion 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0138-00-1063145-1-1,Nestor Pallares Saavedra (Telf: 6451970),NA,NA,-,NA,NA,Chuquisaca,NB-SABS (D.S.0181),1,4111000,34200,LIGTH CHECK POR 5 VIALES COMPATIBLE CON EQUIPO MAGLUMI 800),CAJA,NA,NA,NA,VALDES MORALES ROBERTO EFRAIN,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,20-0411-00-1057392-1-1,Corporacion Del Seguro Social Militar - Cossmil,Bienes,LP,Adquisicion De Medicamentos Covid - 19 - Gerencia De Salud,Contratado,No,2020-10-08,2020-09-17,1.Formularios de presentacion 2.Documento Base de Contratacion 3.Convocatoria 4.Formularios de presentacion 5.Resolucion de aprobacion del DBC 6.Acta Reunion de Aclaracion 7.Acta de Apertura 8.Informe de la Comision/Responsable de Evaluacion 9.Ver mas...,1.FORM 100 2.FORM 120 3.FORM 170 4.FORM 200 5.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0411-00-1057392-1-1,Oscar Conde Mejia (Telf: 2900071),NA,NA,-,24/09/2020 10:00,NA,La Paz,NB-SABS (D.S.0181),1,5121000,34200,Clopidogrel (75 mg),Comprimi do,NA,NA,NA,TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.),NA,NA,NA,NA,NA,Contratado,NA
coronavirus,20-4601-03-1063747-1-1,Gobierno Autonomo Regional Del Gran Chaco - Villamontes,Bienes,ANPP,"Adquisición De Material De Bioseguridad En Cumplimiento Al Convenio Intergubernativo- Programa Prevención, Control Y Atención Del Coronavirus.",Contratado,No,2020-09-30,2020-09-18,1.Convocatoria 2.Documento Base de Contratacion 3.Acta de Apertura 4.Informe de la Comision/Responsable de Evaluacion 5.Res. de Adjudicacion (nota) 6.Solicitud habilitación FORM-170 (requerido) 7.Informe de la Comision/Responsable de Evaluacion 8.Res. de Adjudicacion (nota) 9.Ver mas...,1.FORM 100 2.FORM 170 3.FORM 170 4.Formulario 200 (Erroneo) 5.FORM 200 6.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-4601-03-1063747-1-1,Celsa Villalba Cabrita (Telf: 46722416),NA,NA,-,NA,NA,Tarija,NB-SABS (D.S.0181),1,5310000,33300,Trajes protectores categoría 3 (overol de bioseguridaddesechable),PIEZAS,910,150,NA,CAMPO NUEVO LTDA.,150,NA,910,150,NA,Contratado,Cronograma 0
coronavirus,20-1103-00-1063834-1-1,Gobierno Autonomo Municipal De Poroma,Bienes,ANPP,Adquisicion Equipamiento Para Prevencion Control Y Atencion De Coronavirus Covid-19 Municipio Poroma,Contratado,No,2020-09-30,2020-09-18,1.Documento Base de Contratacion 2.Convocatoria 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Adjudicacion (nota) 5.Contrato/Orden de Compra/Orden de Servicio 6.Contrato/Orden de Compra/Orden de Servicio 7.Contrato/Orden de Compra/Orden de Servicio 8.Contrato/Orden de Compra/Orden de Servicio 9.Ver mas...,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1103-00-1063834-1-1,Nilda Galvan Rosso (Telf: 68660368),NA,NA,-,NA,NA,Chuquisaca,NB-SABS (D.S.0181),1,1115000,33200,COLCHÓN 1 1/2 (PLAZA Y MEDIA),UNIDAD,NA,NA,NA,CHOQUE COLQUE BONIFACIO,NA,NA,NA,NA,NA,Contratado,Cronograma 0
coronavirus,20-1129-00-1057755-2-1,Gobierno Autonomo Municipal De Villa Charcas,Bienes,ANPP,Prevención Control Y Atención Del Coronavirus- Adquisición  De Abarrotes Para La  Dotación De  Canasta Familiar Solidaria  En El Municipio De Villa Charcas,Contratado,No,2020-09-30,2020-09-18,1.Documento Base de Contratacion 2.Convocatoria 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Adjudicacion (nota) 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1129-00-1057755-2-1,Nemecio Morales Perales (Telf: 46937689),NA,NA,-,23/09/2020 11:00,NA,Chuquisaca,NB-SABS (D.S.0181),1,5022000,31150,Arroz Entero de Calidad (envasado de 1 @),Arroba,NA,NA,NA,BARRERA AMADOR GUIDO,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,20-1251-00-1063550-1-1,Gobierno Autonomo Municipal De Luribay,Bienes,ANPP,Alimentacion Complementaria Con Viveres A Estudiantes Del Municipio De Luribay (Covid-19),Contratado,No,2020-09-30,2020-09-18,1.Documento Base de Contratacion 2.Convocatoria 3.Res. de Adjudicacion (nota) 4.Informe de la Comision/Responsable de Evaluacion 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1251-00-1063550-1-1,Oscar Daniel Bueno Tejeda (Telf: 22137452),NA,NA,-,NA,NA,La Paz,NB-SABS (D.S.0181),1,5019000,31100,ALIMENTACION COMPLEMENTARIA CON VIVERES A ESTUDIANTES DEL MUNICIPIO DE LURIBAY (COVID-19),GLOBAL,NA,NA,NA,UGARTE LLAMPA NITZA FLORINDA,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,20-0417-06-1063117-1-1,Caja Nacional De Salud (Regional Chuquisaca),Bienes,ANPP,Adquisicion De 50 Caja Igm-Igg Elisa Covid-19 Solicitado Por La Caja Nacional De Salud Regional Chuquisaca,Contratado,No,2020-09-30,2020-09-18,1.Documento Base de Contratacion 2.Convocatoria 3.Res. de Adjudicacion (nota) 4.Informe de la Comision/Responsable de Evaluacion 5.Acta de Apertura 6.Contrato/Orden de Compra/Orden de Servicio 7.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0417-06-1063117-1-1,Marvelia Canaviri Martinez (Telf: 6461501),NA,NA,-,NA,NA,Chuquisaca,NB-SABS (D.S.0181),1,4112000,34200,IgM-IgG Elisa Covid -19,CAJA,NA,NA,NA,SUAREZ ARANIBAR GABRIELA,NA,NA,NA,NA,NA,Contratado,Cronograma 0
coronavirus,20-1338-00-1064029-1-1,Gobierno Autonomo Municipal De Arque,Bienes,ANPE,Adquisición  De Material De Bioseguridad Para La Prevencion Del Coronavirus Covid-19 Gestion 2020,Contratado,No,2020-09-25,2020-09-21,1.Documento Base de Contratacion 2.Convocatoria 3.Res. de Adjudicacion (nota) 4.Informe de la Comision/Responsable de Evaluacion 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1338-00-1064029-1-1,Jimy Hilton Escalera Cabellos (Telf: 4410340),NA,NA,-,NA,NA,Cochabamba,NB-SABS (D.S.0181),1,4713000,34200,ADQUISICIÓN  DE MATERIAL DE BIOSEGURIDAD PARA LA PREVENCION DEL CORONAVIRUS COVID-19 GESTION 2020,GLB,NA,NA,NA,RODRIGUEZ MORALES CLAUDIA,NA,NA,NA,NA,NA,Contratado,Cronograma 0
coronavirus,20-0902-07-1063870-1-1,Servicio Departamental De Gestion Social De La Paz - Sedeges,Bienes,ANPE,"Adquisición De Trajes De Bioseguridad Infantiles Y Adultos, Lentes De Protección Tipo Google, Polainas Cubre Zapatos Impermeables, Termómetro Digital Infrarrojo Y Oxímetro De Pulso Para La Prevención, Atención Y Control Del Coronavirus (Covid-19)",Contratado,No,2020-09-25,2020-09-21,1.Convocatoria 2.Documento Base de Contratacion 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Adjudicacion (nota) 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0902-07-1063870-1-1,Ramiro Huallpa Apaza (Telf: 2488191 - 2488222),NA,NA,-,23/09/2020 10:00,NA,La Paz,NB-SABS (D.S.0181),1,5310000,33300,POLAINAS CUBRE ZAPATOS IMPERMEABLES,unidad,NA,NA,NA,ILARI MAMANI GERMAN,NA,NA,NA,NA,NA,Contratado,Cronograma 0
