cuce,numero,codigo_unspsc,objeto_de_gasto,descripcion_del_bien_o_servicio,unidad_de_medida,cantidad,precio_referencial_unitario,precio_referencial_total,nombre_o_razon_social_del_proponente_adjudicado,precio_unitario_adjudicado,total_adjudicado,cantidad_recepcionada,precio_unitario_real,monto_real_ejecutado,estado,cronograma
20-0046-00-1039924-0-E,3,4217000,33300,BARBIJO DESECHABLE,PIEZA,1250,,,CLAVIJO POPOVA VICTOR,5.5,6875,1250,5.5,6875,Contratado,Cronograma
20-0046-00-1039924-0-E,4,4217000,33300,BARBIJO DESECHABLE EN CAJA,PIEZA,22100,,,CLAVIJO POPOVA VICTOR,5.9,130390,22100,5.9,130390,Contratado,Cronograma
20-0046-00-1039924-0-E,5,4217000,33300,BARBIJO DESECHABLE CON DISEÑO,PIEZA,2000,,,CLAVIJO POPOVA VICTOR,4.5,9000,2000,4.5,9000,Contratado,Cronograma
20-1201-00-1039737-0-E,1,5019000,31150,GALLETA OBLEA/RELLENA,BOLSA DE 30 GRAMOS,95106,,,EMPRESA BOLIVIANA DE ALIMENTOS Y DERIVADOS - EBA,1.3,123637.8,95106,1.3,123637.8,Contratado,Cronograma
20-1201-00-1039737-0-E,2,5013000,31150,YOGURT PROBIÓTICO,BOLSA DE 120 MILILI,95106,,,EMPRESA BOLIVIANA DE ALIMENTOS Y DERIVADOS - EBA,1.45,137903.7,95106,1.45,137903.7,Contratado,Cronograma
20-1201-00-1039737-0-E,3,5013000,31150,LECHE UHT,BOLSA DE 140 MILILIT,77814,,,EMPRESA BOLIVIANA DE ALIMENTOS Y DERIVADOS - EBA,1.45,112830.3,77814,1.45,112830.3,Contratado,Cronograma
20-1201-00-1039737-0-E,4,5016000,31150,MIEL,BOLSA DE 10 GRAMOS,86460,,,EMPRESA BOLIVIANA DE ALIMENTOS Y DERIVADOS - EBA,1.2,103752,86460,1.2,103752,Contratado,Cronograma
20-1201-00-1039737-0-E,5,5022000,31150,CEREAL TIPO BARRA ENERGÉTICA,BOLSA DE 20 GRAMOS,77814,,,EMPRESA BOLIVIANA DE ALIMENTOS Y DERIVADOS - EBA,1.5,116721,77814,1.5,116721,Contratado,Cronograma
20-0903-00-1041236-0-E,1,5121000,34200,"BARBIJO KN 95 DE 15 CM X 10, DE 5 CAPAS CON FILTRO DE CARBONO",PIEZA,10148,,,GONZALES AUCA FRANKLIN,50,507400,10148,50,507400,Contratado,Cronograma
20-1905-00-1052274-0-E,1,5022000,31150.0,"PROVISIÓN DE ALIMENTOS DE (FIDEO, SARDINA, SAL, HARINA, TE, AVENA  Y JABÓN) PARA LA POBLACIÓN DE EMERGENCIA NACIONAL COVID 19 ? MUNICIPIO PUERTO RICO",GLOBAL,1,,,IRIARTE CUELLAR VDA. DE ARAMAYO VILMA,217050,217050,,,,Contratado,Cronograma
20-1401-00-1043323-0-E,1,4214000,34200,46 RESPIRADORES CON FILTRO 2/DOTACIONES PARA 173 FUNCIONARIOS (UNIDAD DE DEFENSA AL CONSUMIDOR P-2009),UNIDAD,346,,,JAVIER VALENTE ROCHA,70,24220,346,70,24220,Contratado,Cronograma
20-1910-00-1042720-0-E,1,3020000,39990,CAMARAS DE DESINFECCION PARA TRANSPORTE PESADO,PIEZA,2,,,ARGOTE CADIMA RONALD,21500.95,43001.9,2,21500.95,43001.9,Contratado,Cronograma
20-1910-00-1042720-0-E,2,3020000,39990,CAMARAS DE DESINFECCION PARA PEATONES,PIEZA,2,,,ARGOTE CADIMA RONALD,7274.29,14548.58,2,7274.29,14548.58,Contratado,Cronograma
21-1706-00-1155337-1-2,1,8511150,34200,Servicios de prevención o control de enfermedades virales - BARBIJO DESCARTABLE caja x 50 unidades,caja,1030,100,10300,ERZENGEL S.R.L.,995,10248.5,1030,995,10248.5,Contratado,Cronograma 0
21-1706-00-1155337-1-2,2,4218221,43400,Sistemas de termografía infrarroja - TERMOMETRO INFRARROJO,pieza,10300,2700,27810,ERZENGEL S.R.L.,26995,27804.85,10300,26995,27804.85,Contratado,Cronograma 0
21-1706-00-1155337-1-2,3,3018160,34200,Jabonera - JABON LIQUIDO frasco de litro,pieza,1236,245,30282,ERZENGEL S.R.L.,2445,30220.2,1236,2445,30220.2,Contratado,Cronograma 0
21-1706-00-1155337-1-2,4,5147370,34200,Hipoclorito de sodio - HIPOCLORITO DE SODIO frasco de litro,pieza,1236,120,14832,ERZENGEL S.R.L.,1195,14770.2,1236,1195,14770.2,Contratado,Cronograma 0
21-1706-00-1155337-1-2,5,1311106,34200,Alcohol etileno vinilo - ALCOHOL EN GEL AL 70% frasco de litro,pieza,1236,180,22248,ERZENGEL S.R.L.,1795,22186.2,1236,1795,22186.2,Contratado,Cronograma 0
21-1706-00-1155337-1-2,6,1311106,34200,Alcohol etileno vinilo - ALCOHOL ETILICO AL 70% frasco de litro,pieza,1236,160,19776,ERZENGEL S.R.L.,1595,19714.2,1236,1595,19714.2,Contratado,Cronograma 0
20-1317-00-1041585-0-E,1,4213000,34200,BATAS QUIRÚRGICAS DESECHABLES,PIEZA,250,,,JACKELINNE SCARLETT MEJIA ARIAS,80,20000,250,80,20000,Contratado,Cronograma
20-1317-00-1041585-0-E,2,4713000,34200,ALCOHOL EN GEL DE 5 LITROS,5 LITROS,60,,,DUNIA MARIA UGARTE VASQUEZ,170,10200,60,170,10200,Contratado,Cronograma
20-1317-00-1041585-0-E,3,4213000,33300,"TRAJE DE PROTECCIÓN PERSONAL IMPERMEABLE CON CAPUCHA  MAMELUCO M,S,L",PIEZA,250,,,DUNIA MARIA UGARTE VASQUEZ,60,15000,250,60,15000,Contratado,Cronograma
20-1317-00-1041585-0-E,4,4213000,33300,"TRAJE DE PROTECCIÓN, TELA ANTI FLUIDO 100% IMPERMEABLE",PIEZA,200,,,JACKELINNE SCARLETT MEJIA ARIAS,75,15000,200,75,15000,Contratado,Cronograma
20-1317-00-1041585-0-E,5,4229000,34200,GUANTES NITRILO MANGA LARGA TALLA S,PAQUET E,200,,,JACKELINNE SCARLETT MEJIA ARIAS,60,12000,200,60,12000,Contratado,Cronograma
20-1317-00-1041585-0-E,6,4229000,34200,GUANTES NITRILO MANGA LARGA TALLA M,PAQUET E,200,,,JACKELINNE SCARLETT MEJIA ARIAS,60,12000,200,60,12000,Contratado,Cronograma
20-1317-00-1041585-0-E,7,4218000,34200,TERMOMETRO INFRA ROJO,UNIDAD,16,,,JACKELINNE SCARLETT MEJIA ARIAS,870,13920,16,870,13920,Contratado,Cronograma
20-1317-00-1041585-0-E,8,4213000,34200,GORROS DESCARTABLES CAJA  DE 100 UNIDADES,PAQUET E,200,,,DUNIA MARIA UGARTE VASQUEZ,55,11000,200,55,11000,Contratado,Cronograma
20-1317-00-1041585-0-E,9,4213000,34200,BARBIJOS DESCARTABLES CAJAS  DE 100 UNIDADES,CAJAS,200,,,JHANELL MARILYN URIA MARCA,250,50000,200,250,50000,Contratado,Cronograma
20-1201-00-1052247-0-E,1,4213000,33300.0,BARBIJOS KN-95,UNIDAD,3000,,,DAZA ALIAGA CARLOS ANDRES,16.5,49500,,,,Contratado,Cronograma
20-1312-00-1036342-0-E,1,5121000,34200,ADQUISICIÓN DE JERINGAS DESECHABLES PARA LAS CAMPAÑAS DE VACUNACION ANTIRRÁBICA CANINA Y FELINA GESTIÓN 2020,PIEZA,137000,,,TERRAZAS RIVAS MIGUEL ANGEL,0.27,36990,137000,0.27,36990,Contratado,Cronograma
21-1601-00-1187174-1-1,1,5147190,39100,Isopropanol o alcohol isopropílico - ADQUISICION DE ALCOHOL LIQUIDO AL 70 POR CIENTO PRESENTACION GALON DE 5 LITROS CON REGISTRO SANITARIO VIGENTE OTORGADO POR LA AGEMED,GALON,999,50,49950,,,,999,48,47952,Contratado,Cronograma 0
20-0417-04-1092431-1-1,1,4228000,34200,ALCOHOL SANITIZADOR PARA LABORATORIO CLINICO,FRASCO,2500,22,55000,,,,2500,22,55000,Contratado,Cronograma 0
21-0417-09-1171127-1-1,1,1311106,34200,Alcohol etileno vinilo - ALCOHOL ETILICO (ETANOL) 70% A 95%,fco,9000,14.5,130500,,,,,,,Las propuestas no cumplieron aspectos tecnicos/admini strativos,Cronograma 0
21-0417-09-1171127-1-1,2,5119244,34200,Sulfato ferroso / ácido fólico - SULFATO FERROSO + AC. FOLICO + VITAMINA C 200 mg + 0.5 mg + 150 mg,COM,475000,0.3,142500,LABORATORIO HAHNEMANN S.R.L.,0.09,42750,475000,0.09,42750,Contratado,Cronograma 0
21-0417-09-1171127-1-1,3,5119243,34200,Cianocobalamina / ácido fólico - CIANOCOBALAMINA (VITAMINA B12) 1mg/ml,AMP,33000,2.5,82500,,,,,,,No se presentaron proponentes,Cronograma 0
21-0417-09-1171127-1-1,4,5119244,34200,Ácido fólico / hierro / multivitaminas - COMPLEJO B (B1 + B6 + B12) SEGÚN CONCENTRACION ESTANDAR,amp,124000,2.5,310000,DROGUERIA INTI S.A.,1.32,163680,124000,1.32,163680,Contratado,Cronograma 0
20-1910-00-1040236-0-E,1,4713000,39100,PAPEL ABSORVENTE,PAQUET E,30,,,AVERANGA BAZOALTO JUAN CARLOS,35,1050,30,35,1050,Contratado,Cronograma
20-1910-00-1040236-0-E,2,4713000,39100,DETERGENTE PEQUEÑO 120 GR,BOLSA,5,,,AVERANGA BAZOALTO JUAN CARLOS,300,1500,5,300,1500,Contratado,Cronograma
20-1910-00-1040236-0-E,3,4713000,39100,JAVON LIQUIDO,CAJA,10,,,AVERANGA BAZOALTO JUAN CARLOS,350,3500,10,350,3500,Contratado,Cronograma
20-1910-00-1040236-0-E,4,4713000,39100,LAVANDINA DE 1 LTR.,CAJA,150,,,AVERANGA BAZOALTO JUAN CARLOS,300,45000,150,300,45000,Contratado,Cronograma
20-1910-00-1040236-0-E,5,4713000,39100,BOLSA ROJA  GRANDE,10 PQT X JABA,3,,,AVERANGA BAZOALTO JUAN CARLOS,500,1500,3,500,1500,Contratado,Cronograma
20-1910-00-1040236-0-E,6,4713000,39100,AMBIENTADOR PARA INODOROS,CAJA,5,,,AVERANGA BAZOALTO JUAN CARLOS,240,1200,5,240,1200,Contratado,Cronograma
20-1910-00-1040236-0-E,7,4713000,39100,ESCOBILLON PARA BAÑO,PIEZA,24,,,AVERANGA BAZOALTO JUAN CARLOS,25,600,24,25,600,Contratado,Cronograma
20-1910-00-1040236-0-E,8,4713000,39100,BOLSA NEGRA  35CMX65CM,10 PQT X JABA,6,,,AVERANGA BAZOALTO JUAN CARLOS,250,1500,6,250,1500,Contratado,Cronograma
20-1910-00-1040236-0-E,9,4713000,39100,DESINFECTANTE PARA MANOS,CAJA,21,,,AVERANGA BAZOALTO JUAN CARLOS,350,7350,21,350,7350,Contratado,Cronograma
20-1910-00-1040236-0-E,10,4713000,39100,DESCURTIDOR PARA INHODOROS OLA,CAJA,5,,,AVERANGA BAZOALTO JUAN CARLOS,480,2400,5,480,2400,Contratado,Cronograma
20-1910-00-1040236-0-E,11,4713000,39100,PAPEL HIGIENCO ESCOT.,PAQUET E,5,,,AVERANGA BAZOALTO JUAN CARLOS,120,600,5,120,600,Contratado,Cronograma
20-1910-00-1040236-0-E,12,4713000,39100,BOLSA NEGRO  GRANDE,10 PQT X JABA,3,,,AVERANGA BAZOALTO JUAN CARLOS,500,1500,3,500,1500,Contratado,Cronograma
20-1910-00-1040236-0-E,13,4713000,39100,BAIGON,12UND.X CAJA,15,,,AVERANGA BAZOALTO JUAN CARLOS,300,4500,15,300,4500,Contratado,Cronograma
20-1910-00-1040236-0-E,14,4713000,39100,BASURERO,PIEZA,12,,,AVERANGA BAZOALTO JUAN CARLOS,45,540,12,45,540,Contratado,Cronograma
20-1328-00-1066963-1-1,1,4214000,43400,Calefactores,GLB,50,1500,7500,,,,,,,No se presentaron proponentes,Cronograma 0
20-1328-00-1066963-1-1,2,4214000,43400,Veladores,GLB,100,1000,10000,QUIROGA TRIGO TERESA MARISOL,80000,8000,100,80000,8000,Contratado,Cronograma 0
20-1328-00-1066963-1-1,3,4214000,43400,Tubos de Oxígeno completo,GLB,50,5200,26000,,,,,,,No se presentaron proponentes,Cronograma 0
20-1328-00-1066963-1-1,4,4214000,43400,Mascarilla de oxígeno adulto,GLB,150,6000,90000,GEDESA LTDA,3200,48000,150,3200,48000,Contratado,Cronograma 0
20-1328-00-1066963-1-1,5,4214000,43400,Mascarilla de oxígeno pediátrico,GLB,100,3000,30000,GEDESA LTDA,3000,30000,100,3000,30000,Contratado,Cronograma 0
20-1328-00-1066963-1-1,6,4214000,43400,Tensiómetro de mercurio,GLB,20,1412,2824,TERRAZAS RIVAS MIGUEL ANGEL,1045,2090,20,1045,2090,Contratado,Cronograma 0
20-1328-00-1066963-1-1,7,4214000,43400,Humificadores de Oxígeno,GLB,50,10000,50000,,,,,,,No se presentaron proponentes,Cronograma 0
20-1328-00-1066963-1-1,8,4214000,43400,Tensiómetro de brazos manuales niños,GLB,50,23100,1155,TERRAZAS RIVAS MIGUEL ANGEL,16000,80000,50,16000,80000,Contratado,Cronograma 0
20-1328-00-1066963-1-1,9,4214000,43400,Nebulizador,GLB,60,1090,6540,TERRAZAS RIVAS MIGUEL ANGEL,88800,5328,60,88800,5328,Contratado,Cronograma 0
20-1328-00-1066963-1-1,10,4214000,43400,Mochilas de emergencia,GLB,20,3500,7000,,,,,,,No se presentaron proponentes,Cronograma 0
20-1328-00-1066963-1-1,11,4214000,43400,Camillas para Ambulancia Nissan Patrol Modelo 2006,GLB,10,13400,13400,,,,,,,No se presentaron proponentes,Cronograma 0
20-1328-00-1066963-1-1,12,4214000,43400,Ecoson o Dopler,GLB,50,1100,5500,TERRAZAS RIVAS MIGUEL ANGEL,99800,4990,50,99800,4990,Contratado,Cronograma 0
20-1328-00-1066963-1-1,13,4214000,43400,Estetoscopio,GLB,150,74500,11175,TERRAZAS RIVAS MIGUEL ANGEL,10600,1590,150,10600,1590,Contratado,Cronograma 0
20-1328-00-1066963-1-1,14,4214000,43400,Taper Grande,GLB,50,7000,35000,,,,,,,No se presentaron proponentes,Cronograma 0
20-1328-00-1066963-1-1,15,4214000,43400,Oxímetro de pulso,GLB,100,30000,3000,TERRAZAS RIVAS MIGUEL ANGEL,17100,1710,100,17100,1710,Contratado,Cronograma 0
20-1328-00-1066963-1-1,16,4214000,43400,Camas de internación,GLB,20,5300,10600,TERRAZAS RIVAS MIGUEL ANGEL,4320,8640,20,4320,8640,Contratado,Cronograma 0
20-1328-00-1066963-1-1,17,4214000,43400,Gradillas,GLB,1500,34600,5190,QUIROGA TRIGO TERESA MARISOL,34000,5100,15001,340001,5100,Contratado,
20-1328-00-1066963-1-1,18,4214000,43400,Porta Suero,GLB,500,36000,1800,GEDESA LTDA,2500,1250,50,2500,1250,Contratado,
20-1328-00-1066963-1-1,19,4214000,43400,Tensiómetro de brazos manuales adultos,GLB,1000,22500,2250,GEDESA LTDA,1150,1150,100,1150,1150,Contratado,
20-1328-00-1066963-1-1,20,4214000,43400,Biombo de tres cuerpos,GLB,500,1250,6250,,,,,,,No se presentaron proponentes,
20-1328-00-1066963-1-1,21,4214000,43400,Manómetros grandes,GLB,600,70000,4200,,,,,,,No se presentaron proponentes,
20-1328-00-1066963-1-1,22,4214000,43400,Taper medianos,GLB,500,4000,20000,,,,,,,No se presentaron proponentes,
20-1328-00-1066963-1-1,23,4214000,43400,Regletas de corriente,GLB,1000,9000,90000,,,,,,,No se presentaron proponentes,
20-1328-00-1066963-1-1,24,4214000,43400,Camillas para Ambulancia Toyota Hiace Modelo 2006,GLB,100,13400,13400,,,,,,,No se presentaron proponentes,
20-1328-00-1066963-1-1,25,4214000,43400,Vitrinas metálicas,GLB,200,2000,4000,,,,,,,No se presentaron proponentes,
20-1328-00-1066963-1-1,26,4214000,43400,Casilleros,GLB,1000,1200,12000,QUIROGA TRIGO TERESA MARISOL,7500,7500,100,7500,7500,Contratado,
20-1328-00-1066963-1-1,27,4214000,43400,Monitor Inalámbrico de Constantes Vitales,glb,100,19700,19700,,,,,,,No se presentaron proponentes,
20-1328-00-1066963-1-1,28,4214000,43400,Cánulas o puntas nasales,GLB,1500,4000,60000,GEDESA LTDA,220,33000,150,220,33000,Contratado,
20-1328-00-1066963-1-1,29,4214000,43400,Botiquines medianos sin complementos,GLB,500,66300,3315,,,,,,,No se presentaron proponentes,
20-1328-00-1066963-1-1,30,4214000,43400,Manómetros pequeño,GLB,600,70000,4200,,,,,,,No se presentaron proponentes,
20-1328-00-1066963-1-1,31,4214000,43400,Irrigadores de Enema,GLB,700,17000,1190,,,,,,,No se presentaron proponentes,
20-1328-00-1066963-1-1,32,4214000,43400,Destructor de jeringas,GLB,500,3530,17650,,,,,,,No se presentaron proponentes,
20-0385-00-1095682-1-1,1,8212000,25600,SERVICIOS DE IMPRESION DE GUIA PRACTICA DE ATENCION AL PACIENTE CON COVID - 19 EN EL SERVICIO DE IMAGENOLOGIA DE LOS ESTABLECIMIENTOS DE SALUD DE LA SEGURIDAD SOCAIL DE CORTO PLAZO,EJEMPLA R,1000,15.2,15200,,,,1000,14,14000,Contratado,Cronograma 0
20-0385-00-1095682-1-1,2,8212000,25600,SERVICIOS DE IMPRESION GUIA PRACTICA DE ATENCION AL PACIENTE CON COVID -9 EN LA UNIDAD DE HEMODIALISIS DE LOS ESTABLECIMIENTOS DE SALUD DE LA SEGURIDAD SOCAIL DE CORTO PLAZO,EJEMPLA R,1000,14.9,14900,,,,1000,13,13000,Contratado,Cronograma 0
20-0385-00-1095682-1-1,3,8212000,25600,SERVICIOS DE IMPRESION DE GUIA PRACTICA DE PRIMER NIVEL DE ATENCION AL PACIENTE CON COVID - 19 EN ESTABLECIMIENTOS DE SALUD DE LA SEGURIDAD SOCIAL DE CORTO PLAZO,EJEMPLA R,1000,18.45,18450,,,,1000,16,16000,Contratado,Cronograma 0
20-1801-00-1042380-0-E,1,5019000,31150,ADQUISICION DE FIDEO PARA LA IMPLEMENTACION DE LA CANASTA SOLIDARIA D.S. 2414 AMPLIACION DE LA CUARENTENA,GLOBAL,1,,,INDUSTRIAS DE PASTAS ALIMENTICIAS DEL SUD S.A INPASTAS S.A,23800,23800,1,23800,23800,Contratado,Cronograma
21-0902-01-1179793-1-1,1,8511150,34200,Servicios de prevención o control de enfermedades virales - ADQUISICION DE MEDIOS DE TRANSPORTE VIRAL CON DOS HISOPOS PARA PCR COVID - 19,PIEZA,55000,180,990000,LESO ANALITICO S.R.L.,179,984500,55000,179,984500,Contratado,Cronograma 0
20-1338-00-1083679-1-1,1,5019000,31100,PROGRAMA DE SEGURIDAD ALIMENTARIA PARA FAMILIAS AFECTADAS POR COVID-19 GAM-ARQUE.,GLB,100,187891,187891,ARANDIA TORRICO JOLVERTH,184585,184585,10,184585,184585,Contratado,Cronograma 0
20-1211-00-1050031-0-E,1,4213000,25100.0,PREVENCION CONTROL Y ATENCION DEL CORONAVIRUS- ADQUISICION DE INSUMOS Y MATERIALES PARA LOS CENTROS DE SALUD DEL MUNICIPIO DE SICA SICA,GLB,1,,,CALLISAYA QUISPE RENE,76475,76475,,,,Contratado,Cronograma
20-1423-00-1094737-1-1,1,4411000,43110,ADQUISICION DE 8 VITRINAS DE METAL Y VIDRIO PARA EL CENTRO DE SALUD TOLEDO Y POSTAS DE SALUD DEL MUNICIPIO DE TOLEDO,GLOBAL,1,27600,27600,,,,1,27600,27600,Contratado,Cronograma 0
20-0417-06-1075173-1-1,1,4112000,34200,MEDIOS DE TRANSPORTE VIRAL,TUBO,5000,300,150000,INSUMOS DE VIDA S.R.L.,169,84500,5000,169,84500,Contratado,Cronograma 0
20-1324-00-1096988-1-1,1,4110000,43400,"Selladora;Rotatorio con mecanismo de impresión controlado por microprocesador,Distancia respecto del producto medico(DIN58953-7) 30mm,veloc. de sellado:10 m/m(demás características se adjunta especif)",Pieza,1,85000,85000,,,,1,85000,85000,Contratado,Cronograma 0
20-1262-00-1042034-0-E,1,4217000,33400,BOTAS DE GOMA COLOR BLANCO,PIEZA,24,,,CALLISAYA QUISPE RENE,110,2640,24,110,2640,Contratado,Cronograma
20-1262-00-1042034-0-E,2,4217000,33300,BARBIJO DESECHABLE,CAJA,3,,,CALLISAYA QUISPE RENE,180,540,3,180,540,Contratado,Cronograma
20-1262-00-1042034-0-E,3,4217000,33300,GUANTES DE LATEX,CAJA,30,,,CALLISAYA QUISPE RENE,105,3150,30,105,3150,Contratado,Cronograma
20-1262-00-1042034-0-E,4,4217000,39100,ALCOHOL EN GEL DE 360 ML,PIEZA,100,,,CALLISAYA QUISPE RENE,30,3000,100,30,3000,Contratado,Cronograma
20-1262-00-1042034-0-E,5,4217000,33300,ROPA DE AGUA PARA FUMIGADO COLOR AMARILLO,PIEZA,24,,,CALLISAYA QUISPE RENE,190,4560,24,190,4560,Contratado,Cronograma
20-1262-00-1042034-0-E,6,4217000,33300,GAFAS DE PROTECCION,PIEZA,24,,,CALLISAYA QUISPE RENE,45,1080,24,45,1080,Contratado,Cronograma
20-1262-00-1042034-0-E,7,4713000,39100,LAVANDINA,LITRO,1000,,,CALLISAYA QUISPE RENE,25,25000,1000,25,25000,Contratado,Cronograma
20-1262-00-1042034-0-E,8,4217000,39100,JABóN LIQUIDO DE 360 ML,PIEZA,50,,,CALLISAYA QUISPE RENE,30,1500,50,30,1500,Contratado,Cronograma
20-1521-00-1098831-1-1,1,2411000,43700,Adquisicion Equipo De Fumigacion Para Los Estableciemintos De Salud Municipio Colcha K (Prevencion Control Y Atencion Del Coronavirus),GLOBAL,12,3800,45600,,,,12,3500,42000,Contratado,Cronograma 0
21-1507-00-1148608-1-2,1,1235210,34200,Alcoholes o sus sustitutos - ALCOHOL ANTIBACTERIAL,1 LITRO,14000,130,182000,SALAZAR CASTRO HEISIN,130,182000,14000,130,182000,Contratado,Cronograma 0
21-1507-00-1148608-1-2,2,1235210,34200,Alcoholes o sus sustitutos - ALCOHOL EN GEL ANTISEPTICO PARA MANOS QUE NO REQUIERE ENJUAGARCE,1 LITRO,1000,360,36000,SALAZAR CASTRO HEISIN,350,35000,1000,350,35000,Contratado,Cronograma 0
21-1507-00-1148608-1-2,3,5137340,34200,Cloruro de amonio / clorfeniramina / codeína / fenilefrina - AMONIO CUATERNARIO,5 LITROS,20000,1600,32000,SALAZAR CASTRO HEISIN,1590,31800,20000,1590,31800,Contratado,Cronograma 0
20-0903-00-1072660-1-1,1,4111000,34200,ITEM 4 PRUEBAS PCR PARA EQ. AUTOMATIZADO,KIT,21100,1700,358700,ANALISIS CLINICO TITICACA S.R.L.,1700,358700,21100,1700,358700,Contratado,Cronograma 0
20-0903-00-1072660-1-1,2,4111000,34200,ITEM 1 PRUEBAS RAPIDAS,TACO,2050,8000,164000,TORRICO TORRICO MARIELA,3070,62935,2050,3070,62935,Contratado,Cronograma 0
20-0903-00-1072660-1-1,3,4111000,34200,ITEM 5 MEDIOS DE TRANSPORTE VIRAL,PIEZA,2500,4000,100000,VALDES MORALES ROBERTO EFRAIN,1690,42250,2500,1690,42250,Contratado,Cronograma 0
20-0903-00-1072660-1-1,4,4111000,34200,ITEM 3 PRUEBA DE CUANTIFICACION COVID IGM (MAGLUMI 800),KIT,1400,2567,35938,VALDES MORALES ROBERTO EFRAIN,2567,35938,1400,2567,35938,Contratado,Cronograma 0
20-0903-00-1072660-1-1,5,4111000,34200,ITEM 2 PRUEBA DE,KIT,1400,2567,35938,VALDES MORALES,2567,35938,1400,2567,35938,Contratado,Cronograma 0
20-0418-35-1044574-0-E,1,4214000,34200,GUANTES NO ESTERILES DE NITRILO,CAJA,105,,,MENDEZ LEON KATHERINE ADRIANA,150,15750,105,150,15750,Contratado,Cronograma
20-0418-35-1044574-0-E,2,4214000,34200,MASCARAS FACIALES,PIEZA,35,,,MENDEZ LEON KATHERINE ADRIANA,280,9800,35,280,9800,Contratado,Cronograma
20-0418-35-1044574-0-E,3,4214000,34200,"MASCARILLAS MEDICAS DE PROTECCION  (N95, FFP2)",PZA,225,,,MENDEZ LEON KATHERINE ADRIANA,45,10125,225,45,10125,Contratado,Cronograma
20-0418-35-1044574-0-E,4,4214000,34200,LENTES DE PROTECCION,PZA,68,,,MENDEZ LEON KATHERINE ADRIANA,80,5440,68,80,5440,Contratado,Cronograma
20-0418-35-1044574-0-E,5,4214000,34200,OVEROL,PIEZA,49,,,MENDEZ LEON KATHERINE ADRIANA,60,2940,49,60,2940,Contratado,Cronograma
20-0901-02-1090363-1-1,1,4110000,39400,"CRIOCAJAS, 81 POZOZ",global,600,28900,17340,,,,600,28900,17340,Contratado,
20-0901-02-1090363-1-1,2,4110000,34200,DNAZAP PCR DNA DEGRADATION SOLUTIONS 250 mL,global,30,1274,3822,,,,30,1274,3822,Contratado,
20-0901-02-1090363-1-1,3,4110000,39400,TUBOS DE CENTRIFUGA,global,20,13900,27800,,,,20,13900,27800,Contratado,
20-0901-02-1090363-1-1,4,4110000,39400,TIMER DE 4 TIEMPOS,global,40,79000,3160,,,,40,79000,3160,Contratado,
20-0901-02-1090363-1-1,5,4110000,34200,RNASA RNASEZAP SOLUCION DE DESCONTAMINACION 4 L,global,10,8651,8651,,,,10,8651,8651,Contratado,
20-0901-02-1090363-1-1,6,4110000,39400,MICROPIPETA DE VOLUMEN VARIABLE 20 - 200uL F1,global,30,2748,8244,,,,30,2748,8244,Contratado,
20-0901-02-1090363-1-1,7,4110000,34200,"KIT DE EXTRACCION DE RNA, 1000 muestras",global,20,36641,73282,,,,20,36641,73282,Contratado,
20-0901-02-1090363-1-1,8,4110000,39400,TUBOS DE MICROCENTRIFUGA 1.5 mL,global,1100,17500,19250,,,,1100,17500,19250,Contratado,
20-0901-02-1090363-1-1,9,4110000,34200,MICROAMP OPTICAL ADHESIVE FILM,global,80,3308,26464,,,,80,3308,26464,Contratado,
20-0901-02-1090363-1-1,10,4110000,34200,"PLACA DE 96 POZOS, 24 placas",global,270,1400,37800,,,,270,1400,37800,Contratado,
20-0901-02-1090363-1-1,11,4110000,34200,PCR -COOLER EPPENDORF,global,30,1562,4686,,,,30,1562,4686,Contratado,
20-0901-02-1090363-1-1,12,4110000,34200,"MICROAMP FAST 8-TUBE STRIP, 0.1 mL",global,130,1225,15925,,,,130,1225,15925,Contratado,
20-0901-02-1090363-1-1,13,4110000,34200,TIRAS DE 8 TIPS PARA EQUIPO DE EXTRACCION BIOER,global,130,98100,12753,,,,130,98100,12753,Contratado,
20-0901-02-1090363-1-1,14,4110000,39400,"TIPS CON FILTRO DE 10 uL EN RACKS, Extra-long TruPoint (44mm)",global,750,1217,91275,,,,750,1217,91275,Contratado,
20-0901-02-1090363-1-1,15,4110000,39400,"TIPS CON FILTRO DE 200 uL EN RACKS, TruPoint",global,750,1217.2,91290,,,,750,1217.2,91290,Contratado,
20-0901-02-1090363-1-1,16,4110000,39400,"TUBOS DE CENTRIFUGA, 50 mL",global,20,7700,15400,,,,20,7700,15400,Contratado,
20-0901-02-1090363-1-1,17,4110000,39400,GRADILLA PARA TUBOS DE ENSAYO DE 20mm,global,200,11400,2280,,,,200,11400,2280,Contratado,
20-0901-02-1090363-1-1,18,4110000,39400,"GRADILLA DE PLASTICO PARA TUBOS DE ENSAYO, 30mm",global,30,12300,36900,,,,30,12300,36900,Contratado,
20-0901-02-1090363-1-1,19,4110000,34200,"MICROAMP OPTICAL 8- TUBE STRIP, 0.2mL",global,130,1483,19279,,,,130,1483,19279,Contratado,
20-0901-02-1090363-1-1,20,4110000,34200,"MICROAMP FAST OPTICAL 96-WELL REACTION PLATE, 0.1 mL",global,160,62000,9920,,,,160,62000,9920,Contratado,
20-0901-02-1090363-1-1,21,4110000,39400,"GRADILLA DE PLASTICO PARA TUBOS DE ENSAYO, 16mm",global,200,11400,2280,,,,200,11400,2280,Contratado,
